Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
EUF Spring Tour 2024,2024-04-20,Bristol Women,Gravity,12,9,345.3654772346762,1.0,0,366.77,3,1,0,3.5999999999999996,3,1,0,3.833366986958872
EUF Spring Tour 2024,2024-04-20,Bristol Women,Spice,15,3,600.0,1.0,0,485.54,12,1,0,6.32,12,1,0,6.4218919177932925
EUF Spring Tour 2024,2024-04-20,Gravity,Horizon,13,7,557.5316737222639,1.0,0,335.72,6,1,0,4.19,6,1,0,5.322335823773262
EUF Spring Tour 2024,2024-04-20,Iceni,Horizon,15,4,600.0,1.0,1,791.31,11,1,0,8.1,11,1,0,8.858150594283757
EUF Spring Tour 2024,2024-04-20,Iceni,Mooncup,10,9,125.0,1.0,0,43.24000000000001,1,1,0,-0.5399999999999991,1,1,0,-0.1657432541663475
EUF Spring Tour 2024,2024-04-20,Iceni,Seagulls,13,7,557.5316737222639,1.0,0,376.71999999999997,6,1,0,3.7600000000000007,6,1,0,4.398498334538964
EUF Spring Tour 2024,2024-04-20,LMU,Gravity,10,8,262.66557693448596,0.9733285267845752,0,270.58000000000004,2,1,0,2.42,2,1,0,2.985128155709887
EUF Spring Tour 2024,2024-04-20,LMU,Horizon,15,4,600.0,1.0,1,606.3000000000001,11,1,0,6.61,11,1,0,7.75954187933295
EUF Spring Tour 2024,2024-04-20,LMU,Seagulls,13,7,557.5316737222639,1.0,0,191.71000000000004,6,1,0,2.2700000000000005,6,1,0,2.9065313477930097
EUF Spring Tour 2024,2024-04-20,Mooncup,SMOG Women,11,9,249.2068104043629,1.0,0,179.37999999999994,2,1,0,2.3499999999999996,2,1,0,2.632705523285022
EUF Spring Tour 2024,2024-04-20,Mooncup,SYC,15,2,600.0,1.0,0,444.90999999999997,13,1,0,6.069999999999999,13,1,0,6.242540828792716
EUF Spring Tour 2024,2024-04-20,SMOG Women,Bristol Women,12,11,125.0,1.0,0,-133.8,1,1,0,-1.5,1,1,0,-1.7928880660330293
