Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Mixed Imperial 2024,2024-03-23,BN1,Oxford Ultimate,11,4,600.0,0.9176629354822471,1,841.39,7,1,0,8.33,7,1,0,9.27544255204344
Mixed Imperial 2024,2024-03-23,Bermondsey Bombers,SOLENT,9,8,125.0,0.9459053029269173,0,-154.09,1,1,0,-0.45999999999999996,1,1,0,-0.9788569537196565
Mixed Imperial 2024,2024-03-23,Bermondsey Bombers,Zoo 1,15,2,600.0,1.0,1,803.6400000000001,13,1,0,9.81,13,1,0,9.456183837426916
Mixed Imperial 2024,2024-03-23,Bristol Mixed,Brixton,8,5,453.6039151898044,0.8271701918685112,0,256.28999999999996,3,1,0,2.82,3,1,0,3.0772075986633354
Mixed Imperial 2024,2024-03-23,Bristol Mixed,Cambridge Ultimate,15,3,600.0,1.0,0,515.5899999999999,12,1,0,7.25,12,1,0,7.080693554971322
Mixed Imperial 2024,2024-03-23,Brixton,Cambridge Ultimate,13,6,600.0,1.0,0,259.29999999999995,7,1,0,4.43,7,1,0,4.432748690228852
Mixed Imperial 2024,2024-03-23,Contested 1st,Black Sheep,15,6,600.0,1.0,0,514.6999999999999,9,1,0,5.82,9,1,0,6.0365110087385965
Mixed Imperial 2024,2024-03-23,Contested 1st,Muntjacs Ultimate,14,7,582.8868714046324,1.0,0,316.21000000000004,7,1,0,3.57,7,1,0,3.832665960343334
Mixed Imperial 2024,2024-03-23,Contested 1st,Reading,15,5,600.0,1.0,0,398.23,10,1,0,5.18,10,1,0,5.185475956809533
Mixed Imperial 2024,2024-03-23,Curve,Mamak,13,5,600.0,1.0,0,31.789999999999964,8,1,0,0.9299999999999997,8,1,0,0.48957604600204796
Mixed Imperial 2024,2024-03-23,Deep Space,Lemmings 2,13,6,600.0,1.0,0,218.7299999999999,7,1,0,1.5500000000000007,7,1,0,2.1253532324159856
Mixed Imperial 2024,2024-03-23,Deep Space,Thundering Herd 1,10,5,573.8977938505712,0.8885233166386386,0,602.54,5,1,0,6.07,5,1,0,6.863153297349978
Mixed Imperial 2024,2024-03-23,Flyght Mixed,Curve,13,7,557.5316737222639,1.0,0,643.9300000000001,6,1,0,8.290000000000001,6,1,0,8.456113962929468
Mixed Imperial 2024,2024-03-23,Flyght Mixed,Mamak,14,3,600.0,1.0,1,675.72,11,1,0,9.22,11,1,0,8.784066663219129
Mixed Imperial 2024,2024-03-23,GB Mixed,BN1,13,1,600.0,1.0,1,722.4000000000001,12,1,0,7.779999999999999,12,1,0,8.597740545382148
Mixed Imperial 2024,2024-03-23,GB Mixed,Deep Space,11,8,365.60925011032475,1.0,0,317.1300000000001,3,1,0,4.27,3,1,0,5.10142565868761
