Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Spring Startup 2024,2024-03-23,Lemmings 1,Ka-Pow!,13,10,328.14240231865136,1.0,0,243.62,3,1,0,2.7699999999999996,3,1,0,3.478549400126056
Spring Startup 2024,2024-03-23,Manchester Ultimate,Devon,13,9,418.5661446562001,1.0,0,223.45000000000002,4,1,0,2.36,4,1,0,3.019685825490537
Spring Startup 2024,2024-04-20,Bristol Open,Fire of London,13,5,600.0,1.0,0,420.46,8,1,0,5.48,8,1,0,5.9672194756474575
Spring Startup 2024,2024-04-20,Bristol Open,Reading 1,15,10,453.6039151898044,1.0,0,149.74999999999994,5,1,0,2.3900000000000006,5,1,0,2.980085727798077
Spring Startup 2024,2024-04-20,Bristol Open 2,Brighton Ultimate,13,3,600.0,1.0,0,858.1500000000001,10,1,0,12.56,10,1,0,11.233200166350677
Spring Startup 2024,2024-04-20,Bristol Open 2,Brixton,12,5,600.0,0.9459053029269173,0,427.76,7,1,0,5.760000000000001,7,1,0,6.151107760523072
Spring Startup 2024,2024-04-20,Bristol Open 2,SOLENT 2,9,8,125.0,0.9459053029269173,0,151.38,1,1,0,2.35,1,1,0,2.8769241782099684
Spring Startup 2024,2024-04-20,Brixton,Brighton Ultimate,12,3,600.0,0.9459053029269173,0,430.39000000000004,9,1,0,6.8,9,1,0,7.33448387020729
Spring Startup 2024,2024-04-20,Cambridge Ultimate,Brizzle,15,10,453.6039151898044,1.0,0,389.56,5,1,0,5.21,5,1,0,5.342647486548824
Spring Startup 2024,2024-04-20,Cambridge Ultimate,DED,15,13,214.17926913507503,1.0,0,229.34,2,1,0,3.5500000000000003,2,1,0,3.553680912018976
Spring Startup 2024,2024-04-20,DED,Brizzle,15,13,214.17926913507503,1.0,0,160.21999999999997,2,1,0,1.6600000000000001,2,1,0,1.9538361717252073
Spring Startup 2024,2024-04-20,Ka-Pow!,Devon,15,6,600.0,1.0,0,743.3100000000001,9,1,0,9.809999999999999,9,1,0,10.302211749954857
Spring Startup 2024,2024-04-20,Ka-Pow!,Manchester Ultimate,15,7,600.0,1.0,0,519.86,8,1,0,7.449999999999999,8,1,0,8.4509960495458
Spring Startup 2024,2024-04-20,LLLeeds 1,Brizzle,15,5,600.0,1.0,0,647.8,10,1,0,8.690000000000001,10,1,0,8.373365039612565
Spring Startup 2024,2024-04-20,LLLeeds 1,Cambridge Ultimate,13,12,125.0,1.0,0,258.23999999999995,1,1,0,3.48,1,1,0,3.782847455415606
Spring Startup 2024,2024-04-20,LLLeeds 1,DED,15,8,564.8086448756737,1.0,0,487.58,7,1,0,7.03,7,1,0,6.922906756052196
Spring Startup 2024,2024-04-20,Lemmings 1,Devon,15,6,600.0,1.0,0,986.9300000000001,9,1,0,12.579999999999998,9,1,0,11.887401713971247
Spring Startup 2024,2024-04-20,Lemmings 1,Manchester Ultimate,15,6,600.0,1.0,0,763.48,9,1,0,10.219999999999999,9,1,0,10.551010977327813
Spring Startup 2024,2024-04-20,Reading 1,Fire of London,15,9,515.4814780292847,1.0,0,270.71000000000004,6,1,0,3.09,6,1,0,3.2434816042289434
Spring Startup 2024,2024-04-20,SOLENT 1,Bristol Open,11,10,125.0,1.0,0,11.280000000000086,1,1,0,-0.39000000000000057,1,1,0,-0.39066163600990933
Spring Startup 2024,2024-04-20,SOLENT 1,Fire of London,11,9,249.2068104043629,1.0,0,431.74000000000007,2,1,0,5.09,2,1,0,5.634939917485212
Spring Startup 2024,2024-04-20,SOLENT 1,Reading 1,14,9,473.8676990361691,1.0,0,161.03000000000003,5,1,0,2.0,5,1,0,2.6028920936621596
Spring Startup 2024,2024-04-20,SOLENT 2,Brighton Ultimate,13,0,600.0,1.0,0,706.7700000000001,13,1,0,10.21,13,1,0,9.757802884132115
Spring Startup 2024,2024-04-20,SOLENT 2,Brixton,13,7,557.5316737222639,1.0,0,276.38,6,1,0,3.41,6,1,0,3.553680912018976
Spring Startup 2024,2024-04-20,SOLENT 2,Zimmer,11,8,365.60925011032475,1.0,0,123.24999999999999,3,1,0,1.6099999999999999,3,1,0,1.7307572865051526
Spring Startup 2024,2024-04-20,Zimmer,Brighton Ultimate,13,5,600.0,1.0,0,583.5200000000001,8,1,0,8.6,8,1,0,8.67844540698611
Spring Startup 2024,2024-04-20,Zimmer,Bristol Open 2,11,10,125.0,1.0,0,-274.63,1,1,0,-3.96,1,1,0,-4.507921022539644
Spring Startup 2024,2024-04-20,Zimmer,Brixton,11,9,249.2068104043629,1.0,0,153.13000000000002,2,1,0,1.8000000000000003,2,1,0,1.8741551914164205
Spring Startup 2024,2024-04-21,Bristol Open 2,Manchester Ultimate,15,11,381.1647521399218,1.0,0,68.84,4,1,0,1.0,4,1,0,1.3671949546530335
Spring Startup 2024,2024-04-21,Bristol Open 2,SOLENT 2,15,5,600.0,1.0,0,151.38,10,1,0,2.35,10,1,0,2.8769241782099684
Spring Startup 2024,2024-04-21,Brixton,Brighton Ultimate,11,4,600.0,0.9176629354822471,0,430.39000000000004,7,1,0,6.8,7,1,0,7.33448387020729
