Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Spring Startup 2024,2024-03-23,Lemmings 1,Ka-Pow!,13,10,328.14240231865136,1.0,0,-10.72999999999999,3,1,0,-0.6100000000000001,3,1,0,-0.7920127410702218
Spring Startup 2024,2024-03-23,Manchester Ultimate,Devon,13,9,418.5661446562001,1.0,0,59.269999999999996,4,1,0,1.4,4,1,0,1.5514320609793621
Spring Startup 2024,2024-04-20,Bristol Open,Fire of London,13,5,600.0,1.0,0,481.41999999999996,8,1,0,5.57,8,1,0,5.914734594005399
Spring Startup 2024,2024-04-20,Bristol Open,Reading 1,15,10,453.6039151898044,1.0,0,377.08,5,1,0,4.24,5,1,0,4.912830480083681
Spring Startup 2024,2024-04-20,Bristol Open 2,Brighton Ultimate,13,3,600.0,1.0,0,303.47999999999996,10,1,0,4.83,10,1,0,5.4685974431208315
Spring Startup 2024,2024-04-20,Bristol Open 2,Brixton,12,5,600.0,0.9459053029269173,0,147.58000000000004,7,1,0,2.29,7,1,0,2.5977998690340236
Spring Startup 2024,2024-04-20,Bristol Open 2,SOLENT 2,9,8,125.0,0.9459053029269173,0,-74.02999999999997,1,1,0,-0.4700000000000002,1,1,0,-0.3314460412365765
Spring Startup 2024,2024-04-20,Brixton,Brighton Ultimate,12,3,600.0,0.9459053029269173,0,155.89999999999992,9,1,0,2.54,9,1,0,3.064273366472836
Spring Startup 2024,2024-04-20,Cambridge Ultimate,Brizzle,15,10,453.6039151898044,1.0,0,208.96,5,1,0,2.6899999999999995,5,1,0,3.2742093801179415
Spring Startup 2024,2024-04-20,Cambridge Ultimate,DED,15,13,214.17926913507503,1.0,0,-44.040000000000006,2,1,0,-0.15999999999999992,2,1,0,-0.17324229641669575
Spring Startup 2024,2024-04-20,DED,Brizzle,15,13,214.17926913507503,1.0,0,253.0,2,1,0,2.8499999999999996,2,1,0,3.4387824059524874
