Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Reading Half 2022,2022-04-02,BN1,Cambridge Ultimate 2,13,2,600.0,1.0,0,524.09,11,1,0,7.96,11,1,0,7.453711101943455
Reading Half 2022,2022-04-02,BN1,Guildford Ultimate,11,4,600.0,0.9176629354822471,0,209.5,7,1,0,3.81,7,1,0,3.6653185600224063
Reading Half 2022,2022-04-02,BN1,Zoo,11,3,600.0,0.9176629354822471,0,412.22,8,1,0,6.27,8,1,0,6.154226838583643
Reading Half 2022,2022-04-02,Big Fish Little Fish,Brixton,11,5,600.0,0.9176629354822471,0,812.18,6,1,0,8.870000000000001,6,1,0,8.844462857725546
Reading Half 2022,2022-04-02,Big Fish Little Fish,Purple Cobras,11,5,600.0,0.9176629354822471,0,547.3399999999999,6,1,0,5.49,6,1,0,5.897624063696522
Reading Half 2022,2022-04-02,Big Fish Little Fish,Reading 3,11,5,600.0,0.9176629354822471,0,575.25,6,1,0,6.1899999999999995,6,1,0,6.4378088563959395
Reading Half 2022,2022-04-02,Big Fish Little Fish,Thundering Herd,12,5,600.0,0.9459053029269173,0,469.28,7,1,0,4.4399999999999995,7,1,0,4.649384309312982
Reading Half 2022,2022-04-02,Brixton,Sharkbear!,12,1,600.0,0.9459053029269173,0,496.37,11,1,0,7.76,11,1,0,7.560517079159709
Reading Half 2022,2022-04-02,Brixton,Zoo,8,7,125.0,0.8885233166386386,0,-51.099999999999994,1,1,0,-1.06,1,1,0,-1.3314862874271434
Reading Half 2022,2022-04-02,Cambridge,Oxford Ultimate,13,6,600.0,1.0,0,-321.24,7,1,0,-4.06,7,1,0,-4.476515310464649
Reading Half 2022,2022-04-02,Cambridge Ultimate 2,St Albans,9,5,529.0591339672189,0.8583950752789521,0,141.14999999999998,4,1,0,1.4400000000000004,4,1,0,1.8896572799493185
Reading Half 2022,2022-04-02,Deep,Space,10,9,125.0,1.0,0,-96.77,1,1,0,-1.1800000000000002,1,1,0,-0.8151960057899146
Reading Half 2022,2022-04-02,Deep,Thundering Herd Masters,9,5,529.0591339672189,0.8583950752789521,0,375.21,4,1,0,4.4,4,1,0,4.562436171277696
Reading Half 2022,2022-04-02,Guildford Ultimate,St Albans,11,6,546.6949863040446,0.9459053029269173,0,455.74,5,1,0,5.590000000000001,5,1,0,5.9848862386643695
Reading Half 2022,2022-04-02,Guildford Ultimate,Thundering Herd,8,3,600.0,0.7608859102526822,0,-89.08000000000001,5,1,0,-0.91,5,1,0,-1.2130948477805283
Reading Half 2022,2022-04-02,Lemmings,Deep,8,6,300.4922431832018,0.8583950752789521,0,318.39,2,1,0,3.06,2,1,0,3.576325253358416
Reading Half 2022,2022-04-02,Lemmings,Reading 2,11,6,546.6949863040446,0.9459053029269173,0,161.96999999999997,5,1,0,0.8799999999999999,5,1,0,1.4719973398971717
Reading Half 2022,2022-04-02,Lemmings,Thundering Herd Masters,11,6,546.6949863040446,0.9459053029269173,0,693.5999999999999,5,1,0,7.46,5,1,0,7.58845491379255
Reading Half 2022,2022-04-02,Mixed Feelings,Brixton,9,8,125.0,0.9459053029269173,0,247.91,1,1,0,3.54,1,1,0,3.8382736714883308
Reading Half 2022,2022-04-02,Mixed Feelings,Cambridge Ultimate 2,9,5,529.0591339672189,0.8583950752789521,0,308.68,4,1,0,4.17,4,1,0,4.120633317705408
Reading Half 2022,2022-04-02,Mixed Feelings,St Albans,7,5,328.14240231865136,0.7947194142390263,0,449.83,2,1,0,5.61,2,1,0,5.809249643587471
Reading Half 2022,2022-04-02,Oxford Ultimate,Space,10,7,389.6652919127421,0.9459053029269173,0,58.099999999999994,3,1,0,-0.050000000000000266,3,1,0,0.22573295723096543
Reading Half 2022,2022-04-02,Oxford Ultimate,Thundering Herd Masters,11,7,466.89332573293274,0.9733285267845752,0,530.0799999999999,4,1,0,5.529999999999999,4,1,0,5.486796956741685
Reading Half 2022,2022-04-02,Purple Cobras,BN1,8,4,564.8086448756737,0.7947194142390263,0,-198.48000000000002,4,1,0,-3.9499999999999997,4,1,0,-3.8620936210187153
Reading Half 2022,2022-04-02,Purple Cobras,Guildford Ultimate,7,5,328.14240231865136,0.7947194142390263,0,11.020000000000003,2,1,0,-0.13999999999999999,2,1,0,-0.2099862810755635
Reading Half 2022,2022-04-02,Purple Cobras,Mixed Feelings,10,6,496.1596377856195,0.9176629354822471,0,16.930000000000003,4,1,0,-0.16,4,1,0,-0.0022499999831246953
Reading Half 2022,2022-04-02,Reading,Cambridge,13,8,496.1596377856195,1.0,0,789.86,5,1,0,10.43,5,1,0,10.211165864671774
Reading Half 2022,2022-04-02,Reading,Lemmings,11,6,546.6949863040446,0.9459053029269173,0,305.1,5,1,0,4.44,5,1,0,5.0329914953392105
Reading Half 2022,2022-04-02,Reading,Oxford Ultimate,13,7,557.5316737222639,1.0,0,468.62,6,1,0,6.370000000000001,6,1,0,7.196717851714162
Reading Half 2022,2022-04-02,Reading,Space,9,8,125.0,0.9459053029269173,0,526.72,1,1,0,6.32,1,1,0,7.3692436773159855
Reading Half 2022,2022-04-02,Reading 2,Cambridge,11,9,249.2068104043629,1.0,0,322.79,2,1,0,5.11,2,1,0,5.479649367323063
