Tournament,Date,Team_1,Team_2,Score_1,Score_2
Vienna Spring Break 2023,2023-05-20,FUJ @ Vienna Spring Break 2023,Fire of London,15,8
Vienna Spring Break 2023,2023-05-20,FUJ @ Vienna Spring Break 2023,Flying Angels Bern @ Vienna Spring Break 2023,15,12
Vienna Spring Break 2023,2023-05-20,FUJ @ Vienna Spring Break 2023,FrankN @ Vienna Spring Break 2023,15,10
Vienna Spring Break 2023,2023-05-20,FWD>> @ Vienna Spring Break 2023,AUT U24 Open @ Vienna Spring Break 2023,12,7
Vienna Spring Break 2023,2023-05-20,FWD>> @ Vienna Spring Break 2023,Alligators U20 @ Vienna Spring Break 2023,15,7
Vienna Spring Break 2023,2023-05-20,FWD>> @ Vienna Spring Break 2023,Terrible Monkeys @ Vienna Spring Break 2023,12,7
Vienna Spring Break 2023,2023-05-20,FWD>> @ Vienna Spring Break 2023,Uprising @ Vienna Spring Break 2023,14,12
Vienna Spring Break 2023,2023-05-20,Fire of London,thebigEZ @ Vienna Spring Break 2023,15,12
Vienna Spring Break 2023,2023-05-20,Flying Angels Bern @ Vienna Spring Break 2023,Catchup  @ Vienna Spring Break 2023,13,12
Vienna Spring Break 2023,2023-05-20,Flying Angels Bern @ Vienna Spring Break 2023,Fire of London,15,10
Vienna Spring Break 2023,2023-05-20,Flying Angels Bern @ Vienna Spring Break 2023,Panthers Wroclaw - Open @ Vienna Spring Break 2023,13,11
Vienna Spring Break 2023,2023-05-20,FrankN @ Vienna Spring Break 2023,LOL @ Vienna Spring Break 2023,13,10
Vienna Spring Break 2023,2023-05-20,FrankN @ Vienna Spring Break 2023,thebigEZ @ Vienna Spring Break 2023,10,9
Vienna Spring Break 2023,2023-05-20,Panthers Wroclaw - Open @ Vienna Spring Break 2023,FrankN @ Vienna Spring Break 2023,13,8
Vienna Spring Break 2023,2023-05-20,Panthers Wroclaw - Open @ Vienna Spring Break 2023,LOL @ Vienna Spring Break 2023,15,10
Vienna Spring Break 2023,2023-05-20,Panthers Wroclaw - Open @ Vienna Spring Break 2023,thebigEZ @ Vienna Spring Break 2023,15,10
Vienna Spring Break 2023,2023-05-20,Red Bulls U20 @ Vienna Spring Break 2023,ESV München  @ Vienna Spring Break 2023,13,8
Vienna Spring Break 2023,2023-05-20,Terrible Monkeys @ Vienna Spring Break 2023,Uprising @ Vienna Spring Break 2023,15,12
Vienna Spring Break 2023,2023-05-20,Uprising @ Vienna Spring Break 2023,Alligators U20 @ Vienna Spring Break 2023,14,10
Vienna Spring Break 2023,2023-05-20,Uprising @ Vienna Spring Break 2023,ESV München  @ Vienna Spring Break 2023,13,12
Vienna Spring Break 2023,2023-05-20,thebigEZ @ Vienna Spring Break 2023,LOL @ Vienna Spring Break 2023,15,11
DFV-Pokal Open,2023-05-21,7 Schwaben @ DFV-Pokal Open,Hard2Fisch @ DFV-Pokal Open,15,10
DFV-Pokal Open,2023-05-21,7 Schwaben @ DFV-Pokal Open,Sturm und Drang @ DFV-Pokal Open,15,9
DFV-Pokal Open,2023-05-21,Ars Ludendi @ DFV-Pokal Open,Family Ultimate @ DFV-Pokal Open,15,6
DFV-Pokal Open,2023-05-21,Ars Ludendi @ DFV-Pokal Open,Sturm und Drang @ DFV-Pokal Open,15,9
DFV-Pokal Open,2023-05-21,Bad Skid @ DFV-Pokal Open,Ars Ludendi @ DFV-Pokal Open,15,7
DFV-Pokal Open,2023-05-21,Bad Skid @ DFV-Pokal Open,Frizzly Bears @ DFV-Pokal Open,15,11
DFV-Pokal Open,2023-05-21,Bad Skid @ DFV-Pokal Open,Frizzly Bears @ DFV-Pokal Open,15,6
DFV-Pokal Open,2023-05-21,Bad Skid @ DFV-Pokal Open,M.U.C. @ DFV-Pokal Open,15,9
DFV-Pokal Open,2023-05-21,Bad Skid @ DFV-Pokal Open,Wall City @ DFV-Pokal Open,15,12
DFV-Pokal Open,2023-05-21,Disckick @ DFV-Pokal Open,Lahntalknaben @ DFV-Pokal Open,15,13
DFV-Pokal Open,2023-05-21,Family Ultimate @ DFV-Pokal Open,7 Schwaben @ DFV-Pokal Open,14,13
DFV-Pokal Open,2023-05-21,Family Ultimate @ DFV-Pokal Open,Disckick @ DFV-Pokal Open,15,11
DFV-Pokal Open,2023-05-21,FrankN @ DFV-Pokal Open,Family Ultimate @ DFV-Pokal Open,15,11
DFV-Pokal Open,2023-05-21,FrankN @ DFV-Pokal Open,Hard2Fisch @ DFV-Pokal Open,15,9
DFV-Pokal Open,2023-05-21,FrankN @ DFV-Pokal Open,Hardfisch @ DFV-Pokal Open,15,10
DFV-Pokal Open,2023-05-21,Frizzly Bears @ DFV-Pokal Open,Hard2Fisch @ DFV-Pokal Open,15,6
DFV-Pokal Open,2023-05-21,Frizzly Bears @ DFV-Pokal Open,Heidees @ DFV-Pokal Open,15,14
DFV-Pokal Open,2023-05-21,Hard2Fisch @ DFV-Pokal Open,Disckick @ DFV-Pokal Open,15,11
DFV-Pokal Open,2023-05-21,Hardfisch @ DFV-Pokal Open,7 Schwaben @ DFV-Pokal Open,15,14
DFV-Pokal Open,2023-05-21,Hardfisch @ DFV-Pokal Open,Disckick @ DFV-Pokal Open,15,4
DFV-Pokal Open,2023-05-21,Hardfisch @ DFV-Pokal Open,Sturm und Drang @ DFV-Pokal Open,15,11
DFV-Pokal Open,2023-05-21,Heidees @ DFV-Pokal Open,Ars Ludendi @ DFV-Pokal Open,15,6
DFV-Pokal Open,2023-05-21,Heidees @ DFV-Pokal Open,Ars Ludendi @ DFV-Pokal Open,15,13
DFV-Pokal Open,2023-05-21,Heidees @ DFV-Pokal Open,FrankN @ DFV-Pokal Open,15,14
DFV-Pokal Open,2023-05-21,Lahntalknaben @ DFV-Pokal Open,Disckick @ DFV-Pokal Open,15,10
DFV-Pokal Open,2023-05-21,Lahntalknaben @ DFV-Pokal Open,Hard2Fisch @ DFV-Pokal Open,15,7
DFV-Pokal Open,2023-05-21,M.U.C. @ DFV-Pokal Open,7 Schwaben @ DFV-Pokal Open,15,7
DFV-Pokal Open,2023-05-21,M.U.C. @ DFV-Pokal Open,FrankN @ DFV-Pokal Open,15,11
DFV-Pokal Open,2023-05-21,M.U.C. @ DFV-Pokal Open,Heidees @ DFV-Pokal Open,15,14
DFV-Pokal Open,2023-05-21,M.U.C. @ DFV-Pokal Open,Wall City @ DFV-Pokal Open,15,7
DFV-Pokal Open,2023-05-21,Sturm und Drang @ DFV-Pokal Open,Lahntalknaben @ DFV-Pokal Open,14,13
DFV-Pokal Open,2023-05-21,Sturm und Drang @ DFV-Pokal Open,Lahntalknaben @ DFV-Pokal Open,15,14
DFV-Pokal Open,2023-05-21,Wall City @ DFV-Pokal Open,Family Ultimate @ DFV-Pokal Open,15,4
DFV-Pokal Open,2023-05-21,Wall City @ DFV-Pokal Open,Frizzly Bears @ DFV-Pokal Open,15,7
DFV-Pokal Open,2023-05-21,Wall City @ DFV-Pokal Open,Hardfisch @ DFV-Pokal Open,15,7
Vienna Spring Break 2023,2023-05-21,Catchup  @ Vienna Spring Break 2023,Red Bulls U20 @ Vienna Spring Break 2023,15,8
Vienna Spring Break 2023,2023-05-21,FUJ @ Vienna Spring Break 2023,3SB - Open @ Vienna Spring Break 2023,12,10
Vienna Spring Break 2023,2023-05-21,FUJ @ Vienna Spring Break 2023,Flying Angels Bern @ Vienna Spring Break 2023,15,9
Vienna Spring Break 2023,2023-05-21,Flying Angels Bern @ Vienna Spring Break 2023,FWD>> @ Vienna Spring Break 2023,13,11
Vienna Spring Break 2023,2023-05-21,FrankN @ Vienna Spring Break 2023,Terrible Monkeys @ Vienna Spring Break 2023,15,10
Vienna Spring Break 2023,2023-05-21,LOL @ Vienna Spring Break 2023,Alligators U20 @ Vienna Spring Break 2023,15,9
Vienna Spring Break 2023,2023-05-21,Panthers Wroclaw - Open @ Vienna Spring Break 2023,AUT U24 Open @ Vienna Spring Break 2023,15,12
Vienna Spring Break 2023,2023-05-21,Uprising @ Vienna Spring Break 2023,Fire of London,15,9
Vienna Spring Break 2023,2023-05-21,thebigEZ @ Vienna Spring Break 2023,ESV München @ Vienna Spring Break 2023,15,6
Elite Invite,2023-05-29,3SB - Open @ Elite Invite,Chevron Action Flash,15,14
Elite Invite,2023-05-29,3SB - Open @ Elite Invite,Chevron Action Flash,14,11
Elite Invite,2023-05-29,3SB - Open @ Elite Invite,Heidees @ Elite Invite,15,10
Elite Invite,2023-05-29,3SB - Open @ Elite Invite,Ranelagh @ Elite Invite,15,11
Elite Invite,2023-05-29,3SB - Open @ Elite Invite,Ranelagh @ Elite Invite,15,10
Elite Invite,2023-05-29,BFD La Fotta @ Elite Invite,Heidees @ Elite Invite,15,10
Elite Invite,2023-05-29,BFD La Fotta @ Elite Invite,Mooncatchers @ Elite Invite,15,13
Elite Invite,2023-05-29,BFD La Fotta @ Elite Invite,Wall City @ Elite Invite,15,12
Elite Invite,2023-05-29,BFD La Fotta @ Elite Invite,Wall City @ Elite Invite,14,10
Elite Invite,2023-05-29,Chevron Action Flash,Heidees @ Elite Invite,14,12
Elite Invite,2023-05-29,Chevron Action Flash,Heidees @ Elite Invite,15,6
Elite Invite,2023-05-29,Clapham,BFD La Fotta @ Elite Invite,12,11
Elite Invite,2023-05-29,Clapham,BFD La Fotta @ Elite Invite,15,11
Elite Invite,2023-05-29,Clapham,Chevron Action Flash,15,11
Elite Invite,2023-05-29,Clapham,Wall City @ Elite Invite,14,12
Elite Invite,2023-05-29,Heidees @ Elite Invite,Ranelagh @ Elite Invite,15,14
Elite Invite,2023-05-29,Mooncatchers @ Elite Invite,Clapham,15,12
Elite Invite,2023-05-29,Mooncatchers @ Elite Invite,Clapham,15,3
Elite Invite,2023-05-29,Mooncatchers @ Elite Invite,Ranelagh @ Elite Invite,15,10
Elite Invite,2023-05-29,Mooncatchers @ Elite Invite,Wall City @ Elite Invite,15,9
Elite Invite,2023-05-29,Mooncatchers @ Elite Invite,Wall City @ Elite Invite,15,9
Elite Invite,2023-05-29,Ranelagh @ Elite Invite,Chevron Action Flash,13,12
Elite Invite,2023-05-29,Ranelagh @ Elite Invite,Heidees @ Elite Invite,12,10
Elite Invite,2023-05-29,Wall City @ Elite Invite,3SB - Open @ Elite Invite,15,11
Windfarm,2023-06-03,Alba,Lemmings 1,15,6
Windfarm,2023-06-03,Birmingham Ultimate,Red Open,10,7
Windfarm,2023-06-03,Bristol Open,Alba,15,6
Windfarm,2023-06-03,Bristol Open,Ka-Pow!,15,12
Windfarm,2023-06-03,Bristol Open,SMOG Men,12,8
Windfarm,2023-06-03,Bristol Open 2,Birmingham Ultimate,13,4
Windfarm,2023-06-03,Bristol Open 2,Red Open,15,5
Windfarm,2023-06-03,Bristol Open 2,Thundering Herd,11,8
Windfarm,2023-06-03,Brixton,Manchester Bees,14,8
Windfarm,2023-06-03,Brixton,St Albans,13,10
Windfarm,2023-06-03,Cambridge Ultimate,Edinburgh Ultimate,15,9
Windfarm,2023-06-03,Cambridge Ultimate,Lemmings 2,12,11
Windfarm,2023-06-03,Clapham,GB Open Masters,15,9
Windfarm,2023-06-03,Clapham,Reading Open,15,10
Windfarm,2023-06-03,Clapham,SMASH'D,15,8
Windfarm,2023-06-03,Curve,Guildford Ultimate Open,12,7
Windfarm,2023-06-03,Edinburgh Ultimate,Flyght Open 1,12,10
Windfarm,2023-06-03,Fire of London,Glasgow Open,10,9
Windfarm,2023-06-03,Fire of London,SOLENT,11,9
Windfarm,2023-06-03,Flyght Open 1,Brighton Ultimate,12,10
Windfarm,2023-06-03,Flyght Open 2,Curve,14,12
Windfarm,2023-06-03,Flyght Open 2,Guildford Ultimate Open,12,5
Windfarm,2023-06-03,GB Open Masters,PELT Ultimate,13,9
Windfarm,2023-06-03,GB Open Masters,Reading Open,15,4
Windfarm,2023-06-03,GB U20 Open,Newcastle Brown 2,15,4
Windfarm,2023-06-03,GB U20 Open,Plymouth Ultimate Open,15,5
Windfarm,2023-06-03,GB U24 Open,Alba,13,6
Windfarm,2023-06-03,GB U24 Open,Lemmings 1,15,10
Windfarm,2023-06-03,GB U24 Open,SMOG Men,15,8
Windfarm,2023-06-03,Glasgow Open,SOLENT,12,11
Windfarm,2023-06-03,Ireland U24 Open,Ka-Pow!,11,8
Windfarm,2023-06-03,Ireland U24 Open,LLLeeds Open 1,13,9
Windfarm,2023-06-03,Ireland U24 Open,Newcastle Brown,14,11
Windfarm,2023-06-03,LLLeeds Open 1,Glasgow Open,15,11
Windfarm,2023-06-03,Lemmings 1,Fire of London,15,6
Windfarm,2023-06-03,Lemmings 2,Brighton Ultimate,12,10
Windfarm,2023-06-03,Lemmings 2,Edinburgh Ultimate,15,9
Windfarm,2023-06-03,Manchester Bees,St Albans,15,6
Windfarm,2023-06-03,Manchester Ultimate,Cambridge Ultimate,14,12
Windfarm,2023-06-03,Newcastle Brown,LLLeeds Open 1,15,6
Windfarm,2023-06-03,Newcastle Brown,SOLENT,12,8
Windfarm,2023-06-03,Oxford Ultimate,GB U20 Open,11,9
Windfarm,2023-06-03,Oxford Ultimate,Newcastle Brown 2,15,1
Windfarm,2023-06-03,Oxford Ultimate,Plymouth Ultimate Open,15,5
Windfarm,2023-06-03,PELT Ultimate,Manchester Ultimate,15,10
Windfarm,2023-06-03,PELT Ultimate,SMASH'D,13,10
Windfarm,2023-06-03,Plymouth Ultimate Open,Newcastle Brown 2,11,10
Windfarm,2023-06-03,SMASH'D,Manchester Ultimate,15,5
Windfarm,2023-06-03,SMOG Men,Ka-Pow!,15,11
Windfarm,2023-06-03,SOLENT 2,Brixton,11,5
Windfarm,2023-06-03,SOLENT 2,Manchester Bees,15,14
Windfarm,2023-06-03,SOLENT 2,St Albans,15,6
Windfarm,2023-06-03,Steal,Curve,15,3
Windfarm,2023-06-03,Steal,Flyght Open 2,15,7
Windfarm,2023-06-03,Steal,Guildford Ultimate Open,15,3
Windfarm,2023-06-03,Thundering Herd,Birmingham Ultimate,14,4
Windfarm,2023-06-03,Thundering Herd,Red Open,12,7
Windfarm,2023-06-03,Tribe Open,Brighton Ultimate,15,10
Windfarm,2023-06-03,Tribe Open,Flyght Open 1,15,6
Windfarm,2023-06-03,Tribe Open,Reading Open,15,12
Windfarm,2023-06-04,Alba,PELT Ultimate,15,10
Windfarm,2023-06-04,Alba,SMASH'D,11,9
Windfarm,2023-06-04,Alba,Tribe Open,15,6
Windfarm,2023-06-04,Birmingham Ultimate,Curve,11,9
Windfarm,2023-06-04,Brighton Ultimate,Bristol Open 2,15,7
Windfarm,2023-06-04,Brighton Ultimate,SOLENT,14,12
Windfarm,2023-06-04,Bristol Open,Clapham,15,14
Windfarm,2023-06-04,Brixton,Curve,14,7
Windfarm,2023-06-04,Cambridge Ultimate,Edinburgh Ultimate,15,4
Windfarm,2023-06-04,Cambridge Ultimate,Lemmings 2,15,13
Windfarm,2023-06-04,Clapham,GB Open Masters,15,12
Windfarm,2023-06-04,Curve,Plymouth Ultimate Open,12,10
Windfarm,2023-06-04,Edinburgh Ultimate,LLLeeds Open 1,14,9
Windfarm,2023-06-04,Fire of London,Edinburgh Ultimate,11,6
Windfarm,2023-06-04,Fire of London,Newcastle Brown,15,10
Windfarm,2023-06-04,Flyght Open 1,Oxford Ultimate,14,8
Windfarm,2023-06-04,Flyght Open 1,SOLENT 2,11,8
Windfarm,2023-06-04,Flyght Open 1,Steal,11,6
Windfarm,2023-06-04,Flyght Open 2,Birmingham Ultimate,14,7
Windfarm,2023-06-04,Flyght Open 2,Plymouth Ultimate Open,11,4
Windfarm,2023-06-04,GB U20 Open,Birmingham Ultimate,15,5
Windfarm,2023-06-04,GB U20 Open,Brixton,14,5
Windfarm,2023-06-04,GB U20 Open,Manchester Bees,15,6
Windfarm,2023-06-04,GB U24 Open,Bristol Open,15,10
Windfarm,2023-06-04,GB U24 Open,GB Open Masters,15,13
Windfarm,2023-06-04,Glasgow Open,Bristol Open 2,15,7
Windfarm,2023-06-04,Glasgow Open,SOLENT 2,15,7
Windfarm,2023-06-04,Ireland U24 Open,Lemmings 1,12,9
Windfarm,2023-06-04,Ireland U24 Open,Tribe Open,11,7
Windfarm,2023-06-04,Ka-Pow!,Fire of London,13,12
Windfarm,2023-06-04,Ka-Pow!,Lemmings 2,15,9
Windfarm,2023-06-04,Ka-Pow!,Reading Open,13,11
Windfarm,2023-06-04,Lemmings 1,Manchester Ultimate,10,9
Windfarm,2023-06-04,Lemmings 2,LLLeeds Open 1,15,8
Windfarm,2023-06-04,Manchester Bees,Flyght Open 2,14,5
Windfarm,2023-06-04,Manchester Bees,Thundering Herd,12,11
Windfarm,2023-06-04,Newcastle Brown,Cambridge Ultimate,15,10
Windfarm,2023-06-04,Newcastle Brown,Reading Open,15,13
Windfarm,2023-06-04,Newcastle Brown 2,Guildford Ultimate Open,11,7
Windfarm,2023-06-04,Oxford Ultimate,Bristol Open 2,15,5
Windfarm,2023-06-04,PELT Ultimate,Lemmings 1,15,7
Windfarm,2023-06-04,PELT Ultimate,SMOG Men,15,8
Windfarm,2023-06-04,Reading Open,LLLeeds Open 1,13,12
Windfarm,2023-06-04,Red Open,Guildford Ultimate Open,14,6
Windfarm,2023-06-04,Red Open,St Albans,12,11
Windfarm,2023-06-04,SMASH'D,Ireland U24 Open,13,9
Windfarm,2023-06-04,SMASH'D,SMOG Men,13,11
Windfarm,2023-06-04,SMOG Men,Manchester Ultimate,12,11
Windfarm,2023-06-04,SOLENT,Oxford Ultimate,13,10
Windfarm,2023-06-04,SOLENT 2,SOLENT,12,10
Windfarm,2023-06-04,St Albans,Newcastle Brown 2,14,9
Windfarm,2023-06-04,Steal,Brighton Ultimate,15,14
Windfarm,2023-06-04,Steal,Glasgow Open,10,8
Windfarm,2023-06-04,Thundering Herd,Brixton,10,7
Windfarm,2023-06-04,Thundering Herd,Plymouth Ultimate Open,13,6
Windfarm,2023-06-04,Tribe Open,Manchester Ultimate,12,7
Windmill,2023-06-16,Alba,Amsterdam Ultimate Club Open @ Windmill,15,9
Windmill,2023-06-16,Alba,Top of Nord Italy @ Windmill,13,9
Windmill,2023-06-16,Amsterdam Ultimate Club Open @ Windmill,Top of Nord Italy @ Windmill,15,8
Windmill,2023-06-16,Austria Open @ Windmill,Amsterdam Ultimate Club Open @ Windmill,15,6
Windmill,2023-06-16,Austria Open @ Windmill,Czech Republic Open @ Windmill,12,11
Windmill,2023-06-16,Austria Open @ Windmill,France Open @ Windmill,14,13
Windmill,2023-06-16,Chilly Ultimate @ Windmill,Devon Ultimate,11,11
Windmill,2023-06-16,Clapham,Chilly Ultimate @ Windmill,15,3
Windmill,2023-06-16,Clapham,France Open @ Windmill,15,7
Windmill,2023-06-16,Clapham,Panthers Wroclaw @ Windmill,15,6
Windmill,2023-06-16,Clapham,Switzerland Open @ Windmill,15,11
Windmill,2023-06-16,Condors @ Windmill,Czech Republic Open @ Windmill,12,11
Windmill,2023-06-16,Condors @ Windmill,Gentle Open @ Windmill,15,7
Windmill,2023-06-16,Condors @ Windmill,SMASH'D,15,6
Windmill,2023-06-16,Czech Republic Open @ Windmill,bHOENIX @ Windmill,15,4
Windmill,2023-06-16,France Open @ Windmill,Heidees Open @ Windmill,15,8
Windmill,2023-06-16,France Open @ Windmill,Panthers Wroclaw @ Windmill,15,9
Windmill,2023-06-16,Gentle Open @ Windmill,Hardfisch @ Windmill,15,9
Windmill,2023-06-16,Gentle Open @ Windmill,SMASH'D,15,9
Windmill,2023-06-16,Hardfisch @ Windmill,Alba,14,11
Windmill,2023-06-16,Hardfisch @ Windmill,Panthers Wroclaw @ Windmill,15,10
Windmill,2023-06-16,Heidees Open @ Windmill,Devon Ultimate,15,12
Windmill,2023-06-16,Heidees Open @ Windmill,bHOENIX @ Windmill,15,12
Windmill,2023-06-16,Ireland Open @ Windmill,Amsterdam Ultimate Club Open @ Windmill,13,10
Windmill,2023-06-16,Ireland Open @ Windmill,Gentle Open @ Windmill,12,11
Windmill,2023-06-16,Ireland Open @ Windmill,Switzerland Open @ Windmill,12,11
Windmill,2023-06-16,Ireland Open @ Windmill,Top of Nord Italy @ Windmill,15,8
Windmill,2023-06-16,Mooncatchers @ Windmill,Alba,15,8
Windmill,2023-06-16,Mooncatchers @ Windmill,Austria Open @ Windmill,15,10
Windmill,2023-06-16,Mooncatchers @ Windmill,Condors @ Windmill,15,12
Windmill,2023-06-16,Mooncatchers @ Windmill,Czech Republic Open @ Windmill,14,8
Windmill,2023-06-16,Panthers Wroclaw @ Windmill,Devon Ultimate,15,7
Windmill,2023-06-16,SMASH'D,Devon Ultimate,15,6
Windmill,2023-06-16,SMASH'D,TUGA (Portugal Open) @ Windmill,15,7
Windmill,2023-06-16,Switzerland Open @ Windmill,Heidees Open @ Windmill,15,8
Windmill,2023-06-16,Switzerland Open @ Windmill,TUGA (Portugal Open) @ Windmill,15,4
Windmill,2023-06-16,TUGA (Portugal Open) @ Windmill,Chilly Ultimate @ Windmill,15,13
Windmill,2023-06-16,Top of Nord Italy @ Windmill,TUGA (Portugal Open) @ Windmill,15,6
Windmill,2023-06-16,bHOENIX @ Windmill,Chilly Ultimate @ Windmill,13,6
Windmill,2023-06-16,bHOENIX @ Windmill,Hardfisch @ Windmill,12,12
Windmill,2023-06-17,Alba,Heidees Open @ Windmill,15,9
Windmill,2023-06-17,Amsterdam Ultimate Club Open @ Windmill,Chilly Ultimate @ Windmill,12,12
Windmill,2023-06-17,Austria Open @ Windmill,Condors @ Windmill,14,12
Windmill,2023-06-17,Austria Open @ Windmill,Switzerland Open @ Windmill,14,12
Windmill,2023-06-17,Clapham,Gentle Open @ Windmill,15,9
Windmill,2023-06-17,Clapham,Mooncatchers @ Windmill,15,14
Windmill,2023-06-17,Condors @ Windmill,Gentle Open @ Windmill,15,8
Windmill,2023-06-17,Czech Republic Open @ Windmill,Austria Open @ Windmill,15,6
Windmill,2023-06-17,Czech Republic Open @ Windmill,Gentle Open @ Windmill,14,10
Windmill,2023-06-17,Devon Ultimate,TUGA (Portugal Open) @ Windmill,15,8
Windmill,2023-06-17,Devon Ultimate,Top of Nord Italy @ Windmill,13,11
Windmill,2023-06-17,Devon Ultimate,bHOENIX @ Windmill,14,13
Windmill,2023-06-17,France Open @ Windmill,Clapham,14,8
Windmill,2023-06-17,France Open @ Windmill,Condors @ Windmill,15,10
Windmill,2023-06-17,France Open @ Windmill,Ireland Open @ Windmill,15,5
Windmill,2023-06-17,Hardfisch @ Windmill,Amsterdam Ultimate Club Open @ Windmill,15,9
Windmill,2023-06-17,Heidees Open @ Windmill,Chilly Ultimate @ Windmill,12,11
Windmill,2023-06-17,Heidees Open @ Windmill,TUGA (Portugal Open) @ Windmill,15,8
Windmill,2023-06-17,Ireland Open @ Windmill,Hardfisch @ Windmill,15,9
Windmill,2023-06-17,Mooncatchers @ Windmill,Czech Republic Open @ Windmill,15,10
Windmill,2023-06-17,Mooncatchers @ Windmill,Switzerland Open @ Windmill,15,8
Windmill,2023-06-17,Panthers Wroclaw @ Windmill,Alba,15,10
Windmill,2023-06-17,Panthers Wroclaw @ Windmill,Ireland Open @ Windmill,15,13
Windmill,2023-06-17,Panthers Wroclaw @ Windmill,SMASH'D,13,10
Windmill,2023-06-17,SMASH'D,Amsterdam Ultimate Club Open @ Windmill,15,5
Windmill,2023-06-17,SMASH'D,Hardfisch @ Windmill,13,9
Windmill,2023-06-17,Switzerland Open @ Windmill,Alba,14,13
Windmill,2023-06-17,Top of Nord Italy @ Windmill,Chilly Ultimate @ Windmill,15,10
Windmill,2023-06-17,Top of Nord Italy @ Windmill,bHOENIX @ Windmill,12,9
Windmill,2023-06-17,bHOENIX @ Windmill,TUGA (Portugal Open) @ Windmill,11,10
EUCQ Timisoara,2023-06-18,DEAC FreeBees @ EUCQ Timisoara,Azvarlirea @ EUCQ Timisoara,15,3
EUCQ Timisoara,2023-06-18,DEAC FreeBees @ EUCQ Timisoara,Azvarlirea @ EUCQ Timisoara,15,1
EUCQ Timisoara,2023-06-18,Outsiterz @ EUCQ Timisoara,Azvarlirea @ EUCQ Timisoara,15,0
EUCQ Timisoara,2023-06-18,Outsiterz @ EUCQ Timisoara,DEAC FreeBees @ EUCQ Timisoara,15,3
EUCQ Timisoara,2023-06-18,Outsiterz @ EUCQ Timisoara,DEAC FreeBees @ EUCQ Timisoara,15,6
EUCQ Timisoara,2023-06-18,Outsiterz @ EUCQ Timisoara,Triglav @ EUCQ Timisoara,15,12
EUCQ Timisoara,2023-06-18,Triglav @ EUCQ Timisoara,Azvarlirea @ EUCQ Timisoara,15,0
EUCQ Timisoara,2023-06-18,Triglav @ EUCQ Timisoara,Azvarlirea @ EUCQ Timisoara,15,2
EUCQ Timisoara,2023-06-18,Triglav @ EUCQ Timisoara,DEAC FreeBees @ EUCQ Timisoara,14,12
EUCQ Timisoara,2023-06-18,Triglav @ EUCQ Timisoara,Outsiterz @ EUCQ Timisoara,15,11
Windmill,2023-06-18,Alba,Chilly Ultimate @ Windmill,13,10
Windmill,2023-06-18,Amsterdam Ultimate Club Open @ Windmill,TUGA (Portugal Open) @ Windmill,15,8
Windmill,2023-06-18,Austria Open @ Windmill,Condors @ Windmill,15,13
Windmill,2023-06-18,Czech Republic Open @ Windmill,Clapham,13,12
Windmill,2023-06-18,Gentle Open @ Windmill,Switzerland Open @ Windmill,15,14
Windmill,2023-06-18,Hardfisch @ Windmill,Devon Ultimate,15,6
Windmill,2023-06-18,Heidees Open @ Windmill,Top of Nord Italy @ Windmill,13,12
Windmill,2023-06-18,Ireland Open @ Windmill,SMASH'D,13,12
Windmill,2023-06-18,Mooncatchers @ Windmill,France Open @ Windmill,15,13
Windmill,2023-06-18,Panthers Wroclaw @ Windmill,bHOENIX @ Windmill,15,13
London Invite,2023-06-23,Barbarian RFC @ London Invite,Chevron Action Flash,12,11
London Invite,2023-06-23,Barbarian RFC @ London Invite,Germany Open @ London Invite,15,13
London Invite,2023-06-23,Barbarian RFC @ London Invite,Nomadic Tribe @ London Invite,15,10
London Invite,2023-06-23,Belgium Open @ London Invite,Barbarian RFC @ London Invite,15,6
London Invite,2023-06-23,Belgium Open @ London Invite,France Masters Open @ London Invite,15,6
London Invite,2023-06-23,Belgium Open @ London Invite,GB Open,11,9
London Invite,2023-06-23,Chevron Action Flash,Nomadic Tribe @ London Invite,12,10
London Invite,2023-06-23,Czech Republic Open @ London Invite,Chevron Action Flash,13,11
London Invite,2023-06-23,Czech Republic Open @ London Invite,Nomadic Tribe @ London Invite,13,12
London Invite,2023-06-23,France Masters Open @ London Invite,Barbarian RFC @ London Invite,12,11
London Invite,2023-06-23,GB Open,Chevron Action Flash,13,10
London Invite,2023-06-23,GB Open,Czech Republic Open @ London Invite,15,11
London Invite,2023-06-23,GB Open,Czech Republic Open @ London Invite,10,7
London Invite,2023-06-23,GB Open,Nomadic Tribe @ London Invite,15,8
London Invite,2023-06-23,Germany Open @ London Invite,Belgium Open @ London Invite,15,13
London Invite,2023-06-23,Germany Open @ London Invite,Belgium Open @ London Invite,15,9
London Invite,2023-06-23,Germany Open @ London Invite,Czech Republic Open @ London Invite,13,9
London Invite,2023-06-23,Germany Open @ London Invite,France Masters Open @ London Invite,14,12
London Invite,2023-06-23,Nomadic Tribe @ London Invite,France Masters Open @ London Invite,13,9
Regionals North,2023-07-29,Alba,Flyght Open 1,15,2
Regionals North,2023-07-29,Alba,Newcastle Brown,15,6
Regionals North,2023-07-29,Chevron Action Flash,Cambridge Ultimate,15,6
Regionals North,2023-07-29,Chevron Action Flash,Steal,15,3
Regionals North,2023-07-29,Chevron Action Flash,Yorkshire Ultimate,15,4
Regionals North,2023-07-29,Edinburgh Ultimate,Manchester Bees,12,11
Regionals North,2023-07-29,Lemmings 1,Edinburgh Ultimate,12,6
Regionals North,2023-07-29,Lemmings 1,Manchester Bees,15,4
