Tournament,Date,Team_1,Team_2,Score_1,Score_2
Spring Invite Padova,2023-04-21,3SB - Open @ Spring Invite Padova,Panthers Bern @ Spring Invite Padova,15,8
Spring Invite Padova,2023-04-21,3SB - Open @ Spring Invite Padova,Red Bulls @ Spring Invite Padova,15,12
Spring Invite Padova,2023-04-21,Alligators @ Spring Invite Padova,Canieporci @ Spring Invite Padova,15,9
Spring Invite Padova,2023-04-21,Alligators @ Spring Invite Padova,Cotarica Grandes @ Spring Invite Padova,11,8
Spring Invite Padova,2023-04-21,Alligators @ Spring Invite Padova,Outsiterz @ Spring Invite Padova,15,13
Spring Invite Padova,2023-04-21,Alligators @ Spring Invite Padova,Panthers Wroclaw - Open @ Spring Invite Padova,15,8
Spring Invite Padova,2023-04-21,Canieporci @ Spring Invite Padova,Slovenia @ Spring Invite Padova,15,9
Spring Invite Padova,2023-04-21,Cotarica Grandes @ Spring Invite Padova,Panthers Bern @ Spring Invite Padova,15,11
Spring Invite Padova,2023-04-21,Cotarica Grandes @ Spring Invite Padova,Red Bulls @ Spring Invite Padova,15,11
Spring Invite Padova,2023-04-21,Cotarica Grandes @ Spring Invite Padova,Slovenia @ Spring Invite Padova,15,7
Spring Invite Padova,2023-04-21,Cotarica Grandes @ Spring Invite Padova,thebigEZ @ Spring Invite Padova,15,9
Spring Invite Padova,2023-04-21,Cus Padova Barbastreji @ Spring Invite Padova,Cotarica Grandes @ Spring Invite Padova,14,11
Spring Invite Padova,2023-04-21,Cus Padova Barbastreji @ Spring Invite Padova,Freespeed @ Spring Invite Padova,13,12
Spring Invite Padova,2023-04-21,Cus Padova Barbastreji @ Spring Invite Padova,Hardfisch @ Spring Invite Padova,15,10
Spring Invite Padova,2023-04-21,Cus Padova Barbastreji @ Spring Invite Padova,M.U.C. @ Spring Invite Padova,13,12
Spring Invite Padova,2023-04-21,FWD>> @ Spring Invite Padova,Canieporci @ Spring Invite Padova,15,7
Spring Invite Padova,2023-04-21,FWD>> @ Spring Invite Padova,Hardfisch @ Spring Invite Padova,14,13
Spring Invite Padova,2023-04-21,Flying Angels Bern @ Spring Invite Padova,Canieporci @ Spring Invite Padova,15,7
Spring Invite Padova,2023-04-21,Flying Angels Bern @ Spring Invite Padova,FWD>> @ Spring Invite Padova,13,10
Spring Invite Padova,2023-04-21,Freespeed @ Spring Invite Padova,Flying Angels Bern @ Spring Invite Padova,13,12
Spring Invite Padova,2023-04-21,Freespeed @ Spring Invite Padova,Hardfisch @ Spring Invite Padova,15,4
Spring Invite Padova,2023-04-21,Freespeed @ Spring Invite Padova,Outsiterz @ Spring Invite Padova,13,12
Spring Invite Padova,2023-04-21,Freespeed @ Spring Invite Padova,Slovenia @ Spring Invite Padova,15,11
Spring Invite Padova,2023-04-21,Hardfisch @ Spring Invite Padova,Slovenia @ Spring Invite Padova,15,14
Spring Invite Padova,2023-04-21,M.U.C. @ Spring Invite Padova,Alligators @ Spring Invite Padova,15,10
Spring Invite Padova,2023-04-21,M.U.C. @ Spring Invite Padova,Canieporci @ Spring Invite Padova,15,4
Spring Invite Padova,2023-04-21,M.U.C. @ Spring Invite Padova,Outsiterz @ Spring Invite Padova,15,10
Spring Invite Padova,2023-04-21,M.U.C. @ Spring Invite Padova,Panthers Bern @ Spring Invite Padova,15,12
Spring Invite Padova,2023-04-21,M.U.C. @ Spring Invite Padova,Red Bulls @ Spring Invite Padova,15,8
Spring Invite Padova,2023-04-21,Outsiterz @ Spring Invite Padova,Canieporci @ Spring Invite Padova,15,5
Spring Invite Padova,2023-04-21,Outsiterz @ Spring Invite Padova,FWD>> @ Spring Invite Padova,15,14
Spring Invite Padova,2023-04-21,Outsiterz @ Spring Invite Padova,thebigEZ @ Spring Invite Padova,15,12
Spring Invite Padova,2023-04-21,Panthers Bern @ Spring Invite Padova,Panthers Wroclaw - Open @ Spring Invite Padova,15,13
Spring Invite Padova,2023-04-21,Panthers Bern @ Spring Invite Padova,Slovenia @ Spring Invite Padova,15,9
Spring Invite Padova,2023-04-21,Panthers Bern @ Spring Invite Padova,thebigEZ @ Spring Invite Padova,13,8
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Open @ Spring Invite Padova,Cus Padova Barbastreji @ Spring Invite Padova,11,9
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Open @ Spring Invite Padova,Freespeed @ Spring Invite Padova,14,12
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Open @ Spring Invite Padova,Hardfisch @ Spring Invite Padova,15,8
Spring Invite Padova,2023-04-21,Red Bulls @ Spring Invite Padova,FWD>> @ Spring Invite Padova,13,12
Spring Invite Padova,2023-04-21,Red Bulls @ Spring Invite Padova,Flying Angels Bern @ Spring Invite Padova,13,9
Spring Invite Padova,2023-04-21,Red Bulls @ Spring Invite Padova,Panthers Wroclaw - Open @ Spring Invite Padova,11,10
Spring Invite Padova,2023-04-21,thebigEZ @ Spring Invite Padova,Flying Angels Bern @ Spring Invite Padova,8,7
Spring Invite Padova,2023-04-21,thebigEZ @ Spring Invite Padova,Hardfisch @ Spring Invite Padova,15,10
Spring Invite Padova,2023-04-21,thebigEZ @ Spring Invite Padova,Slovenia @ Spring Invite Padova,15,9
Spring Startup,2023-04-22,Brighton Ultimate,Bristol Open 2,15,8
Spring Startup,2023-04-22,Brighton Ultimate,Flyght Open 2,15,5
Spring Startup,2023-04-22,Brighton Ultimate,St Albans,15,9
Spring Startup,2023-04-22,Bristol Open,Flyght Open 1,15,4
Spring Startup,2023-04-22,Bristol Open,Ka-Pow!,14,6
Spring Startup,2023-04-22,Bristol Open,Newcastle Brown,15,9
Spring Startup,2023-04-22,Bristol Open 2,Brixton,15,7
Spring Startup,2023-04-22,Devon 1,Lemmings 1,13,7
Spring Startup,2023-04-22,Devon 1,Newcastle Brown,14,8
Spring Startup,2023-04-22,Fire of London,Cambridge Ultimate,15,8
Spring Startup,2023-04-22,Fire of London,LLLeeds Open 1,10,9
Spring Startup,2023-04-22,Flyght Open 1,Newcastle Brown,14,9
Spring Startup,2023-04-22,Ka-Pow!,Devon 1,14,10
Spring Startup,2023-04-22,Ka-Pow!,Lemmings 1,15,5
Spring Startup,2023-04-22,Lemmings 1,Flyght Open 1,12,11
Spring Startup,2023-04-22,Manchester Ultimate,Cambridge Ultimate,15,9
Spring Startup,2023-04-22,Manchester Ultimate,LLLeeds Open 1,12,6
Spring Startup,2023-04-22,Oxford Ultimate,Manchester Bees,14,13
Spring Startup,2023-04-22,Reading Open,Cambridge Ultimate,15,9
Spring Startup,2023-04-22,Reading Open,Manchester Ultimate,14,12
Spring Startup,2023-04-22,SMOG Men,Fire of London,15,8
Spring Startup,2023-04-22,SMOG Men,LLLeeds Open 1,13,8
Spring Startup,2023-04-22,SMOG Men,Reading Open,14,13
Spring Startup,2023-04-22,SOLENT,Birmingham Ultimate,12,9
Spring Startup,2023-04-22,SOLENT,Birmingham Ultimate,15,5
Spring Startup,2023-04-22,SOLENT,Manchester Bees,14,10
Spring Startup,2023-04-22,SOLENT,Oxford Ultimate,12,11
Spring Startup,2023-04-22,SOLENT,Oxford Ultimate,15,7
Spring Startup,2023-04-22,St Albans,Flyght Open 2,15,3
Spring Startup,2023-04-22,Steal,Bristol Open 2,13,7
Spring Startup,2023-04-22,Steal,Brixton,15,2
Spring Startup,2023-04-22,Steal,St Albans,14,9
Spring Startup,2023-04-23,Birmingham Ultimate,Bristol Open 2,12,11
Spring Startup,2023-04-23,Birmingham Ultimate,Flyght Open 2,13,9
Spring Startup,2023-04-23,Brighton Ultimate,Cambridge Ultimate,15,9
Spring Startup,2023-04-23,Brighton Ultimate,Flyght Open 1,14,9
Spring Startup,2023-04-23,Brighton Ultimate,LLLeeds Open 1,15,8
Spring Startup,2023-04-23,Bristol Open,Fire of London,15,11
Spring Startup,2023-04-23,Bristol Open,Reading Open,15,9
Spring Startup,2023-04-23,Bristol Open,SMOG Men,14,12
Spring Startup,2023-04-23,Brixton,Flyght Open 2,10,9
Spring Startup,2023-04-23,Cambridge Ultimate,Newcastle Brown,15,10
Spring Startup,2023-04-23,Cambridge Ultimate,Steal,15,7
Spring Startup,2023-04-23,Devon 1,Lemmings 1,12,10
Spring Startup,2023-04-23,Fire of London,Devon 1,13,12
Spring Startup,2023-04-23,Flyght Open 1,SOLENT,15,7
Spring Startup,2023-04-23,Flyght Open 1,SOLENT,11,10
Spring Startup,2023-04-23,Ka-Pow!,Fire of London,14,11
Spring Startup,2023-04-23,Ka-Pow!,Lemmings 1,15,5
Spring Startup,2023-04-23,LLLeeds Open 1,Newcastle Brown,15,14
Spring Startup,2023-04-23,LLLeeds Open 1,SOLENT,12,10
Spring Startup,2023-04-23,Manchester Bees,Brixton,15,7
Spring Startup,2023-04-23,Manchester Bees,Flyght Open 2,14,10
Spring Startup,2023-04-23,Manchester Ultimate,Ka-Pow!,15,12
Spring Startup,2023-04-23,Newcastle Brown,SOLENT,15,12
Spring Startup,2023-04-23,Oxford Ultimate,Bristol Open 2,14,13
Spring Startup,2023-04-23,Oxford Ultimate,Brixton,15,5
Spring Startup,2023-04-23,Oxford Ultimate,St Albans,14,13
Spring Startup,2023-04-23,Reading Open,Devon 1,15,10
Spring Startup,2023-04-23,Reading Open,Manchester Ultimate,15,11
Spring Startup,2023-04-23,SMOG Men,Lemmings 1,15,7
Spring Startup,2023-04-23,SMOG Men,Manchester Ultimate,13,7
Spring Startup,2023-04-23,SOLENT,Steal,14,7
Spring Startup,2023-04-23,St Albans,Birmingham Ultimate,15,8
Spring Startup,2023-04-23,St Albans,Manchester Bees,15,10
Spring Startup,2023-04-23,Steal,SOLENT,11,7
Toms Tourney,2023-05-05,Alba,BORA @ Toms Tourney,15,9
Toms Tourney,2023-05-05,Alba,Frizstyle @ Toms Tourney,14,12
Toms Tourney,2023-05-05,Alba,GB U24 open,13,9
Toms Tourney,2023-05-05,Alba,Gentle open @ Toms Tourney,15,9
Toms Tourney,2023-05-05,Alba,Red Bulls @ Toms Tourney,13,11
Toms Tourney,2023-05-05,BEL U24 @ Toms Tourney,GB masters,12,5
Toms Tourney,2023-05-05,BEL U24 @ Toms Tourney,Iznogood @ Toms Tourney,15,9
Toms Tourney,2023-05-05,BEL U24 @ Toms Tourney,JetSet Ultimate Open @ Toms Tourney,15,12
Toms Tourney,2023-05-05,BEL U24 @ Toms Tourney,Panthers Bern @ Toms Tourney,15,6
Toms Tourney,2023-05-05,BEL U24 @ Toms Tourney,Wall City @ Toms Tourney,13,11
Toms Tourney,2023-05-05,BFD La Fotta @ Toms Tourney,BEL U24 @ Toms Tourney,14,13
Toms Tourney,2023-05-05,BFD La Fotta @ Toms Tourney,Freespeed @ Toms Tourney,15,4
Toms Tourney,2023-05-05,BFD La Fotta @ Toms Tourney,Frizzly Bears @ Toms Tourney,15,7
Toms Tourney,2023-05-05,BFD La Fotta @ Toms Tourney,GB U24 open,15,6
Toms Tourney,2023-05-05,BFD La Fotta @ Toms Tourney,Gentle open @ Toms Tourney,15,10
Toms Tourney,2023-05-05,BFD La Fotta @ Toms Tourney,Spain open @ Toms Tourney,15,11
Toms Tourney,2023-05-05,BFD La Fotta @ Toms Tourney,Tchac @ Toms Tourney,15,8
Toms Tourney,2023-05-05,BORA @ Toms Tourney,Ka-Pow!,15,10
Toms Tourney,2023-05-05,Cotarica Grandes @ Toms Tourney,Frizstyle @ Toms Tourney,13,12
Toms Tourney,2023-05-05,Cotarica Grandes @ Toms Tourney,Ireland open @ Toms Tourney,14,10
Toms Tourney,2023-05-05,Cotarica Grandes @ Toms Tourney,Ka-Pow!,15,8
Toms Tourney,2023-05-05,Denmark open @ Toms Tourney,Cotarica Grandes @ Toms Tourney,10,9
Toms Tourney,2023-05-05,Denmark open @ Toms Tourney,Ireland open @ Toms Tourney,11,8
Toms Tourney,2023-05-05,Denmark open @ Toms Tourney,Ka-Pow!,15,8
Toms Tourney,2023-05-05,Freespeed @ Toms Tourney,BORA @ Toms Tourney,15,13
Toms Tourney,2023-05-05,Freespeed @ Toms Tourney,Frizzly Bears @ Toms Tourney,15,9
Toms Tourney,2023-05-05,Frizstyle @ Toms Tourney,BORA @ Toms Tourney,14,13
Toms Tourney,2023-05-05,Frizstyle @ Toms Tourney,Denmark open @ Toms Tourney,13,12
Toms Tourney,2023-05-05,Frizstyle @ Toms Tourney,Red Bulls @ Toms Tourney,12,10
Toms Tourney,2023-05-05,Frizzly Bears @ Toms Tourney,Ireland open @ Toms Tourney,15,12
Toms Tourney,2023-05-05,Frizzly Bears @ Toms Tourney,Panthers Bern @ Toms Tourney,15,13
Toms Tourney,2023-05-05,Frizzly Bears @ Toms Tourney,Red Bulls @ Toms Tourney,15,12
Toms Tourney,2023-05-05,GB U24 open,Cotarica Grandes @ Toms Tourney,13,10
Toms Tourney,2023-05-05,GB U24 open,Denmark open @ Toms Tourney,14,10
Toms Tourney,2023-05-05,GB U24 open,Freespeed @ Toms Tourney,15,8
Toms Tourney,2023-05-05,GB U24 open,Frizzly Bears @ Toms Tourney,15,12
Toms Tourney,2023-05-05,GB masters,Ka-Pow!,14,12
Toms Tourney,2023-05-05,GB open,BEL U24 @ Toms Tourney,15,6
Toms Tourney,2023-05-05,GB open,Cotarica Grandes @ Toms Tourney,15,8
Toms Tourney,2023-05-05,GB open,Denmark open @ Toms Tourney,15,5
Toms Tourney,2023-05-05,GB open,Ireland open @ Toms Tourney,15,11
Toms Tourney,2023-05-05,GB open,JetSet Ultimate Open @ Toms Tourney,15,7
Toms Tourney,2023-05-05,GB open,Ka-Pow!,15,1
Toms Tourney,2023-05-05,GB open,Netherlands open @ Toms Tourney,15,9
Toms Tourney,2023-05-05,Gentle open @ Toms Tourney,Freespeed @ Toms Tourney,13,11
Toms Tourney,2023-05-05,Gentle open @ Toms Tourney,Frizstyle @ Toms Tourney,15,13
Toms Tourney,2023-05-05,Gentle open @ Toms Tourney,Frizzly Bears @ Toms Tourney,15,9
Toms Tourney,2023-05-05,Gentle open @ Toms Tourney,GB U24 open,12,11
Toms Tourney,2023-05-05,Ireland open @ Toms Tourney,Freespeed @ Toms Tourney,14,9
Toms Tourney,2023-05-05,Ireland open @ Toms Tourney,GB masters,13,10
Toms Tourney,2023-05-05,Ireland open @ Toms Tourney,JetSet Ultimate Open @ Toms Tourney,12,10
Toms Tourney,2023-05-05,Ireland open @ Toms Tourney,Ka-Pow!,15,6
Toms Tourney,2023-05-05,Iznogood @ Toms Tourney,Cotarica Grandes @ Toms Tourney,13,11
Toms Tourney,2023-05-05,Iznogood @ Toms Tourney,GB masters,12,9
Toms Tourney,2023-05-05,Iznogood @ Toms Tourney,Gentle open @ Toms Tourney,15,12
Toms Tourney,2023-05-05,Iznogood @ Toms Tourney,Netherlands open @ Toms Tourney,14,12
Toms Tourney,2023-05-05,Iznogood @ Toms Tourney,Panthers Bern @ Toms Tourney,12,10
Toms Tourney,2023-05-05,Iznogood @ Toms Tourney,Wall City @ Toms Tourney,12,11
Toms Tourney,2023-05-05,JetSet Ultimate Open @ Toms Tourney,Cotarica Grandes @ Toms Tourney,12,11
Toms Tourney,2023-05-05,JetSet Ultimate Open @ Toms Tourney,Denmark open @ Toms Tourney,14,12
Toms Tourney,2023-05-05,JetSet Ultimate Open @ Toms Tourney,Ka-Pow!,15,8
Toms Tourney,2023-05-05,Mooncatchers @ Toms Tourney,Alba,15,9
Toms Tourney,2023-05-05,Mooncatchers @ Toms Tourney,BFD La Fotta @ Toms Tourney,14,10
Toms Tourney,2023-05-05,Mooncatchers @ Toms Tourney,BORA @ Toms Tourney,15,6
Toms Tourney,2023-05-05,Mooncatchers @ Toms Tourney,Frizstyle @ Toms Tourney,15,6
Toms Tourney,2023-05-05,Mooncatchers @ Toms Tourney,GB open,13,12
Toms Tourney,2023-05-05,Mooncatchers @ Toms Tourney,Red Bulls @ Toms Tourney,15,11
Toms Tourney,2023-05-05,Mooncatchers @ Toms Tourney,Spain open @ Toms Tourney,14,11
Toms Tourney,2023-05-05,Mooncatchers @ Toms Tourney,Tchac @ Toms Tourney,12,10
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,BEL U24 @ Toms Tourney,13,11
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,GB masters,15,7
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,JetSet Ultimate Open @ Toms Tourney,14,11
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,Panthers Bern @ Toms Tourney,15,12
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,Wall City @ Toms Tourney,11,10
Toms Tourney,2023-05-05,Panthers Bern @ Toms Tourney,Freespeed @ Toms Tourney,12,10
Toms Tourney,2023-05-05,Panthers Bern @ Toms Tourney,GB masters,13,12
Toms Tourney,2023-05-05,Panthers Bern @ Toms Tourney,Ka-Pow!,15,10
Toms Tourney,2023-05-05,Reading Open,Vertigo @ Toms Tourney,15,5
Toms Tourney,2023-05-05,Red Bulls @ Toms Tourney,BORA @ Toms Tourney,12,8
Toms Tourney,2023-05-05,Red Bulls @ Toms Tourney,BORA @ Toms Tourney,15,13
Toms Tourney,2023-05-05,Red Bulls @ Toms Tourney,GB masters,15,11
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,Alba,12,9
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,BORA @ Toms Tourney,15,7
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,Frizstyle @ Toms Tourney,15,10
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,JetSet Ultimate Open @ Toms Tourney,15,9
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,Red Bulls @ Toms Tourney,15,9
Toms Tourney,2023-05-05,Tchac @ Toms Tourney,Freespeed @ Toms Tourney,12,10
Toms Tourney,2023-05-05,Tchac @ Toms Tourney,Frizzly Bears @ Toms Tourney,14,10
Toms Tourney,2023-05-05,Tchac @ Toms Tourney,GB U24 open,15,9
Toms Tourney,2023-05-05,Tchac @ Toms Tourney,Gentle open @ Toms Tourney,14,9
Toms Tourney,2023-05-05,Tchac @ Toms Tourney,Netherlands open @ Toms Tourney,15,10
Toms Tourney,2023-05-05,Tchac @ Toms Tourney,Spain open @ Toms Tourney,14,10
Toms Tourney,2023-05-05,Wall City @ Toms Tourney,Alba,14,10
Toms Tourney,2023-05-05,Wall City @ Toms Tourney,Denmark open @ Toms Tourney,13,11
Toms Tourney,2023-05-05,Wall City @ Toms Tourney,GB masters,13,9
Toms Tourney,2023-05-05,Wall City @ Toms Tourney,Iznogood @ Toms Tourney,12,10
Toms Tourney,2023-05-05,Wall City @ Toms Tourney,Panthers Bern @ Toms Tourney,15,8
Manchester Mayhem,2023-05-14,Bristol Open,Cambridge Ultimate,11,9
Manchester Mayhem,2023-05-14,Bristol Open,Curve,15,5
Manchester Mayhem,2023-05-14,Bristol Open,Lemmings 1,14,9
Manchester Mayhem,2023-05-14,Bristol Open,Manchester Bees,15,7
Manchester Mayhem,2023-05-14,Cambridge Ultimate,Curve,15,4
Manchester Mayhem,2023-05-14,Cambridge Ultimate,Manchester Bees,14,6
Manchester Mayhem,2023-05-14,Flyght Open 1,Lemmings 2,13,6
Manchester Mayhem,2023-05-14,Flyght Open 1,Yorkshire Ultimate,10,7
Manchester Mayhem,2023-05-14,Lemmings 1,Cambridge Ultimate,12,7
Manchester Mayhem,2023-05-14,Lemmings 1,Curve,15,7
Manchester Mayhem,2023-05-14,Lemmings 1,Manchester Bees,15,6
Manchester Mayhem,2023-05-14,Lemmings 2,Manchester Ultimate,8,7
Manchester Mayhem,2023-05-14,Lemmings 2,Newcastle Brown,10,5
Manchester Mayhem,2023-05-14,Lemmings 2,Yorkshire Ultimate,10,6
Manchester Mayhem,2023-05-14,Manchester Bees,Curve,14,10
Manchester Mayhem,2023-05-14,Manchester Ultimate,Flyght Open 1,15,4
Manchester Mayhem,2023-05-14,Manchester Ultimate,Newcastle Brown,13,4
Manchester Mayhem,2023-05-14,Manchester Ultimate,Yorkshire Ultimate,8,7
Manchester Mayhem,2023-05-14,Newcastle Brown,Flyght Open 1,10,9
Manchester Mayhem,2023-05-14,Yorkshire Ultimate,Newcastle Brown,10,9
Manchester Mayhem,2023-05-15,Bristol Open,Cambridge Ultimate,15,12
Manchester Mayhem,2023-05-15,Cambridge Ultimate,Lemmings 2,15,7
Manchester Mayhem,2023-05-15,Cambridge Ultimate,Manchester Ultimate,15,14
Manchester Mayhem,2023-05-15,Curve,Newcastle Brown,13,10
Manchester Mayhem,2023-05-15,Lemmings 1,Bristol Open,15,14
Manchester Mayhem,2023-05-15,Lemmings 1,Flyght Open 1,15,4
Manchester Mayhem,2023-05-15,Lemmings 1,Lemmings 2,15,5
Manchester Mayhem,2023-05-15,Manchester Bees,Newcastle Brown,14,13
Manchester Mayhem,2023-05-15,Manchester Ultimate,Flyght Open 1,14,13
Manchester Mayhem,2023-05-15,Yorkshire Ultimate,Curve,15,3
Manchester Mayhem,2023-05-15,Yorkshire Ultimate,Manchester Bees,15,5
Vienna Spring Break 2023,2023-05-20,3SB - Open @ Vienna Spring Break 2023,AUT U24 Open @ Vienna Spring Break 2023,15,7
Vienna Spring Break 2023,2023-05-20,3SB - Open @ Vienna Spring Break 2023,ESV München  @ Vienna Spring Break 2023,15,4
Vienna Spring Break 2023,2023-05-20,3SB - Open @ Vienna Spring Break 2023,Red Bulls U20 @ Vienna Spring Break 2023,15,5
Vienna Spring Break 2023,2023-05-20,3SB - Open @ Vienna Spring Break 2023,Terrible Monkeys @ Vienna Spring Break 2023,13,7
Vienna Spring Break 2023,2023-05-20,AUT U24 Open @ Vienna Spring Break 2023,ESV München  @ Vienna Spring Break 2023,15,7
Vienna Spring Break 2023,2023-05-20,AUT U24 Open @ Vienna Spring Break 2023,Red Bulls U20 @ Vienna Spring Break 2023,14,6
Vienna Spring Break 2023,2023-05-20,Alligators U20 @ Vienna Spring Break 2023,Terrible Monkeys @ Vienna Spring Break 2023,11,10
Vienna Spring Break 2023,2023-05-20,Catchup  @ Vienna Spring Break 2023,Fire of London,14,11
Vienna Spring Break 2023,2023-05-20,Catchup  @ Vienna Spring Break 2023,LOL @ Vienna Spring Break 2023,15,10
Vienna Spring Break 2023,2023-05-20,FUJ @ Vienna Spring Break 2023,Catchup  @ Vienna Spring Break 2023,15,5
