Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Uni Fans 2025,2025-04-05,Birmingham Ultimate,LLLeeds Mixed,8,5,453.6039151898044,0.8271701918685112,0,469.8600000000001,3,1,0,6.49,3,1,0,7.113291622660938
Uni Fans 2025,2025-04-05,Bristol Mixed,GB Mixed Masters,10,8,262.66557693448596,0.9733285267845752,0,-426.3299999999999,2,1,0,-7.1800000000000015,2,1,0,-8.04933724158741
Uni Fans 2025,2025-04-05,Bristol Mixed,Sheffield Steal,12,7,520.5112660164395,1.0,0,206.72000000000003,5,1,0,2.42,5,1,0,2.3965403183833125
Uni Fans 2025,2025-04-05,Cambridge Ultimate Mixed 1,Black Sheep Ultimate,11,5,600.0,0.9176629354822471,0,17.639999999999986,6,1,0,0.17000000000000082,6,1,0,0.4551102711433561
Uni Fans 2025,2025-04-05,Cambridge Ultimate Mixed 1,Curve Trajectory,9,4,600.0,0.8271701918685112,0,87.82,5,1,0,0.54,5,1,0,0.8892061917918674
Uni Fans 2025,2025-04-05,Cambridge Ultimate Mixed 1,Thundering Herd 2,11,6,546.6949863040446,0.9459053029269173,0,-162.7,5,1,0,-1.92,5,1,0,-1.7433363035951253
Uni Fans 2025,2025-04-05,Contested 1st,Brixton,10,4,600.0,0.8583950752789521,0,282.97999999999996,6,1,0,4.08,6,1,0,4.529742900105397
Uni Fans 2025,2025-04-05,Curve Trajectory,Black Sheep Ultimate,12,3,600.0,0.9459053029269173,0,-70.18,9,1,0,-0.3699999999999992,9,1,0,-0.4348780960083385
Uni Fans 2025,2025-04-05,Curve Trajectory,Thundering Herd 2,9,5,529.0591339672189,0.8583950752789521,0,-250.51999999999998,4,1,0,-2.46,4,1,0,-2.614529139860826
Uni Fans 2025,2025-04-05,Flyght Mixed,Brixton,11,5,600.0,0.9176629354822471,0,287.72999999999996,6,1,0,3.4699999999999998,6,1,0,4.090105261145752
Uni Fans 2025,2025-04-05,GB Mixed Masters,Lemmings 1,9,8,125.0,0.9459053029269173,0,-120.75999999999999,1,1,0,1.1000000000000014,1,1,0,0.1567442944185995
Uni Fans 2025,2025-04-05,GB Mixed Masters,Sheffield Steal,13,1,600.0,1.0,0,633.05,12,1,0,9.600000000000001,12,1,0,9.621012122222211
Uni Fans 2025,2025-04-05,GUXYZ,Birmingham Ultimate,10,4,600.0,0.8583950752789521,0,445.90999999999997,6,1,0,4.15,6,1,0,5.318401950315788
Uni Fans 2025,2025-04-05,GUXYZ,LLLeeds Mixed,11,3,600.0,0.9176629354822471,1,915.7700000000001,8,1,0,10.64,8,1,0,10.642303961674312
Uni Fans 2025,2025-04-05,GUXYZ,South Wales Storm,9,6,418.5661446562001,0.8885233166386386,0,15.359999999999985,3,1,0,-0.7399999999999998,3,1,0,-0.753116218174668
Uni Fans 2025,2025-04-05,Lemmings 1,Contested 1st,9,3,600.0,0.8271701918685112,1,822.5799999999999,6,1,0,9.709999999999999,6,1,0,10.387160722111695
Uni Fans 2025,2025-04-05,Lemmings 1,Newcastle Brown,11,6,546.6949863040446,0.9459053029269173,0,460.84,5,1,0,5.81,5,1,0,7.144063737751619
Uni Fans 2025,2025-04-05,Newcastle Brown,Bristol Mixed,13,5,600.0,1.0,0,86.24999999999997,8,1,0,0.27,8,1,0,1.060229076156741
Uni Fans 2025,2025-04-05,Newcastle Brown,Contested 1st,8,7,125.0,0.8885233166386386,0,361.74,1,1,0,3.9,1,1,0,4.839048145903508
Uni Fans 2025,2025-04-05,Oxford Ultimate,Brixton,11,8,365.60925011032475,1.0,0,596.0999999999999,3,1,0,7.709999999999999,3,1,0,8.499499759110371
Uni Fans 2025,2025-04-05,Oxford Ultimate,Flyght Mixed,10,7,389.6652919127421,0.9459053029269173,0,308.37,3,1,0,4.24,3,1,0,5.2151694363433805
