Year,Calendar_Week,Date_Start,Date_End,N_Tournaments,N_Teams_EUF,N_Teams_All,N_Games,N_Tournaments_Cum,N_Teams_EUF_Cum,N_Teams_All_Cum,N_Games_Cum,N_Components,N_Components_All,Max_Component_Size
2024,12,2024-03-18,2024-03-24,1,4,4,2,1,4,4,2,2,15,2
2024,13,2024-03-25,2024-03-31,0,0,0,0,1,4,4,2,2,15,2
2024,14,2024-04-01,2024-04-07,0,0,0,0,1,4,4,2,2,15,2
2024,15,2024-04-08,2024-04-14,0,0,0,0,1,4,4,2,2,15,2
2024,16,2024-04-15,2024-04-21,1,17,17,52,1,17,17,54,1,1,17
