Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Mixed Imperial,2023-03-25,BN1,Oxford Ultimate,9,8,125.0,0.9459053029269173,0,-71.32,1,1,0,-0.9199999999999999,1,1,0,-0.8458517264033603
Mixed Imperial,2023-03-25,Brixton,Plymouth Ultimate,6,1,600.0,0.6488856845230502,0,63.639999999999986,5,1,0,1.13,5,1,0,1.0266424042534013
Mixed Imperial,2023-03-25,Cambridge Ultimate,Brixton,11,6,546.6949863040446,0.9459053029269173,0,855.16,5,1,0,10.16,5,1,0,10.406644766225838
Mixed Imperial,2023-03-25,Cambridge Ultimate,Plymouth Ultimate,14,1,600.0,1.0,1,918.8,13,1,0,11.29,13,1,0,10.914999211923195
Mixed Imperial,2023-03-25,Curve,Guildford,6,3,546.6949863040446,0.6882472016116853,0,97.01999999999998,3,1,0,0.96,3,1,0,1.0229099070425995
Mixed Imperial,2023-03-25,Curve,Sharkbear!,11,1,600.0,0.9176629354822471,0,533.31,10,1,0,5.469999999999999,10,1,0,5.907765833162795
Mixed Imperial,2023-03-25,Curve,Zoo 1,7,3,600.0,0.7254762501100116,0,-220.57000000000005,4,1,0,-3.2900000000000005,4,1,0,-3.735753730568854
Mixed Imperial,2023-03-25,Deep Space,GB U24 Mixed,11,6,546.6949863040446,0.9459053029269173,0,236.46000000000004,5,1,0,2.0,5,1,0,2.963512818476815
Mixed Imperial,2023-03-25,Deep Space,Thundering Herd,8,4,564.8086448756737,0.7947194142390263,0,686.69,4,1,0,7.99,4,1,0,8.813582754978597
Mixed Imperial,2023-03-25,GB U24 Mixed,Thundering Herd,10,8,262.66557693448596,0.9733285267845752,0,450.23,2,1,0,5.99,2,1,0,6.618363900326116
Mixed Imperial,2023-03-25,Guildford,Sharkbear!,6,4,365.60925011032475,0.7254762501100116,0,436.28999999999996,2,1,0,4.509999999999999,2,1,0,5.019675765473586
Mixed Imperial,2023-03-25,Hooves,Deep Space,13,7,557.5316737222639,1.0,0,276.67999999999995,6,1,0,2.620000000000001,6,1,0,2.85018551338694
Mixed Imperial,2023-03-25,Hooves,GB U24 Mixed,12,6,579.3107485100336,0.9733285267845752,0,513.14,6,1,0,4.620000000000001,6,1,0,5.6033471530392625
Mixed Imperial,2023-03-25,Hooves,Thundering Herd,10,4,600.0,0.8583950752789521,0,963.37,6,1,0,10.610000000000001,6,1,0,10.492340601287946
Mixed Imperial,2023-03-25,Lemmings 1,BN1,10,9,125.0,1.0,0,506.9200000000001,1,1,0,5.6899999999999995,1,1,0,6.51286718653828
Mixed Imperial,2023-03-25,Lemmings 1,Oxford Ultimate,13,10,328.14240231865136,1.0,0,435.6,3,1,0,4.77,3,1,0,5.809249643587471
Mixed Imperial,2023-03-25,Mixed Feelings,Curve,8,3,600.0,0.7608859102526822,0,492.73,5,1,0,6.45,5,1,0,7.3914126634820185
Mixed Imperial,2023-03-25,Mixed Feelings,Guildford,10,1,600.0,0.8583950752789521,0,589.75,9,1,0,7.41,9,1,0,8.140765733473174
Mixed Imperial,2023-03-25,Mixed Feelings,Sharkbear!,13,1,600.0,1.0,1,1026.04,12,1,0,11.92,12,1,0,11.137646644662777
Mixed Imperial,2023-03-25,Mixed Feelings,Zoo 1,9,3,600.0,0.8271701918685112,0,272.15999999999997,6,1,0,3.1599999999999997,6,1,0,4.167048314627582
Mixed Imperial,2023-03-25,Purple Cobras,Brixton,11,4,600.0,0.9176629354822471,0,480.40999999999997,7,1,0,6.02,7,1,0,6.840600082176916
Mixed Imperial,2023-03-25,Purple Cobras,Cambridge Ultimate,8,3,600.0,0.7608859102526822,0,-374.75,5,1,0,-4.14,5,1,0,-5.216488070544646
Mixed Imperial,2023-03-25,Purple Cobras,Plymouth Ultimate,13,4,600.0,1.0,0,544.05,9,1,0,7.1499999999999995,9,1,0,7.62911738464647
Mixed Imperial,2023-03-25,Reading,BN1,13,9,418.5661446562001,1.0,0,598.99,4,1,0,6.66,4,1,0,7.725430788040786
Mixed Imperial,2023-03-25,Reading,Lemmings 1,12,7,520.5112660164395,1.0,0,92.06999999999994,5,1,0,0.9700000000000006,5,1,0,1.5618189833340992
Mixed Imperial,2023-03-25,Reading,Oxford Ultimate,13,9,418.5661446562001,1.0,0,527.67,4,1,0,5.74,4,1,0,7.085355708522673
Mixed Imperial,2023-03-25,Zoo 1,Guildford,7,2,600.0,0.7254762501100116,0,317.59000000000003,5,1,0,4.25,5,1,0,4.679193473808997
Mixed Imperial,2023-03-25,Zoo 1,Sharkbear!,6,3,546.6949863040446,0.6882472016116853,0,753.88,3,1,0,8.76,3,1,0,8.782095230044657
Mixed Imperial,2023-03-26,BN1,Curve,15,4,600.0,1.0,1,727.62,11,1,0,9.47,11,1,0,9.79748468079907
Mixed Imperial,2023-03-26,BN1,Thundering Herd,10,5,573.8977938505714,0.8885233166386386,0,32.02000000000001,5,1,0,0.3700000000000001,5,1,0,0.47983622708106033
Mixed Imperial,2023-03-26,Brixton,Guildford,5,3,418.5661446562001,0.6488856845230502,0,127.61000000000001,2,1,0,1.6000000000000005,2,1,0,1.724836894128174
Mixed Imperial,2023-03-26,Brixton,Sharkbear!,12,2,600.0,0.9459053029269173,0,563.9,10,1,0,6.109999999999999,10,1,0,6.4945970450393276
Mixed Imperial,2023-03-26,Brixton,Zoo 1,5,3,418.5661446562001,0.6488856845230502,0,-189.98000000000002,2,1,0,-2.65,2,1,0,-3.064273366472836
Mixed Imperial,2023-03-26,Cambridge Ultimate,Mixed Feelings,15,10,453.6039151898044,1.0,0,393.02,5,1,0,4.35,5,1,0,5.213850710446913
Mixed Imperial,2023-03-26,Cambridge Ultimate,Purple Cobras,10,7,389.6652919127421,0.9459053029269173,0,374.75,3,1,0,4.14,3,1,0,5.216488070544646
Mixed Imperial,2023-03-26,Deep Space,Reading,15,13,214.17926913507503,1.0,0,55.680000000000064,2,1,0,0.9599999999999991,2,1,0,1.084106452988518
Mixed Imperial,2023-03-26,GB U24 Mixed,BN1,11,8,365.60925011032475,1.0,0,418.21000000000004,3,1,0,5.619999999999999,3,1,0,6.226409451198766
Mixed Imperial,2023-03-26,GB U24 Mixed,Cambridge Ultimate,14,5,600.0,1.0,0,260.08000000000004,9,1,0,4.289999999999999,9,1,0,4.644638186024551
Mixed Imperial,2023-03-26,GB U24 Mixed,Oxford Ultimate,15,4,600.0,1.0,0,346.89,11,1,0,4.699999999999999,11,1,0,5.509520144736058
Mixed Imperial,2023-03-26,Guildford,Plymouth Ultimate,8,4,564.8086448756737,0.7947194142390263,0,-63.97000000000003,4,1,0,-0.47000000000000064,4,1,0,-0.7037329958367682
Mixed Imperial,2023-03-26,Guildford,Sharkbear!,8,1,600.0,0.7608859102526822,0,436.28999999999996,7,1,0,4.509999999999999,7,1,0,5.019675765473586
Mixed Imperial,2023-03-26,Guildford,Zoo 1,8,7,125.0,0.8885233166386386,0,-317.59000000000003,1,1,0,-4.25,1,1,0,-4.679193473808997
Mixed Imperial,2023-03-26,Hooves,Deep Space,15,13,214.17926913507503,1.0,0,276.67999999999995,2,1,0,2.620000000000001,2,1,0,2.85018551338694
Mixed Imperial,2023-03-26,Hooves,Lemmings 1,15,10,453.6039151898044,1.0,0,424.42999999999995,5,1,0,4.550000000000001,5,1,0,5.300032814770443
Mixed Imperial,2023-03-26,Mixed Feelings,Curve,15,3,600.0,1.0,0,492.73,12,1,0,6.45,12,1,0,7.3914126634820185
Mixed Imperial,2023-03-26,Oxford Ultimate,Mixed Feelings,15,9,515.4814780292847,1.0,0,306.21,6,1,0,3.94,6,1,0,4.3360339504879555
Mixed Imperial,2023-03-26,Plymouth Ultimate,Brixton,8,7,125.0,0.8885233166386386,0,-63.639999999999986,1,1,0,-1.13,1,1,0,-1.0266424042533977
Mixed Imperial,2023-03-26,Plymouth Ultimate,Sharkbear!,10,3,600.0,0.8583950752789521,0,500.26,7,1,0,4.9799999999999995,7,1,0,5.634939917485212
Mixed Imperial,2023-03-26,Plymouth Ultimate,Zoo 1,8,4,564.8086448756737,0.7947194142390263,0,-253.62,4,1,0,-3.78,4,1,0,-4.034505972102345
Mixed Imperial,2023-03-26,Purple Cobras,Curve,15,10,453.6039151898044,1.0,0,511.0,5,1,0,6.66,5,1,0,7.389140879371883
Mixed Imperial,2023-03-26,Reading,Lemmings 1,12,7,520.5112660164395,1.0,0,92.06999999999994,5,1,0,0.9700000000000006,5,1,0,1.5618189833340992
Mixed Imperial,2023-03-26,Thundering Herd,Oxford Ultimate,13,12,125.0,1.0,0,-103.34,1,1,0,-1.29,1,1,0,-1.3233008933422692
Mixed Imperial,2023-03-26,Thundering Herd,Purple Cobras,13,7,557.5316737222639,1.0,0,184.6,6,1,0,2.44,6,1,0,3.094445810216122
Mixed Imperial,2023-03-26,Zoo 1,Sharkbear!,7,3,600.0,0.7254762501100116,0,753.88,4,1,0,8.76,4,1,0,8.782095230044657
Grey Towers,2023-06-17,Contested 1st,Black Sheep Mixed,12,5,600.0,0.9459053029269173,1,602.52,7,1,0,7.18,7,1,0,7.967295882247441
Grey Towers,2023-06-17,Contested 1st,Glasgow Mixed 2,11,6,546.6949863040446,0.9459053029269173,0,442.07,5,1,0,5.11,5,1,0,5.795218479778505
Grey Towers,2023-06-17,Contested 1st,LLLeeds 1,9,8,125.0,0.9459053029269173,0,33.13,1,1,0,-0.9299999999999999,1,1,0,-0.33819267800244823
Grey Towers,2023-06-17,Glasgow Mixed,Mamak Ult,15,3,600.0,1.0,1,1003.0,12,1,0,12.25,12,1,0,11.275159646705365
Grey Towers,2023-06-17,Glasgow Mixed,Newcastle Brown,14,4,600.0,1.0,0,409.67,10,1,0,6.34,10,1,0,7.083607607331757
Grey Towers,2023-06-17,Glasgow Mixed,Sheffield Steal,13,8,496.1596377856195,1.0,0,728.11,5,1,0,9.129999999999999,5,1,0,9.363853350437047
Grey Towers,2023-06-17,Glasgow Mixed 2,Black Sheep Mixed,9,6,418.5661446562001,0.8885233166386386,0,160.45000000000005,3,1,0,2.0699999999999994,3,1,0,2.7328942766005326
Grey Towers,2023-06-17,LLLeeds 1,Black Sheep Mixed,13,4,600.0,1.0,0,569.39,9,1,0,8.11,9,1,0,8.207203427922657
Grey Towers,2023-06-17,LLLeeds 1,Glasgow Mixed 2,11,3,600.0,0.9176629354822471,0,408.94,8,1,0,6.04,8,1,0,6.080446403616733
Grey Towers,2023-06-17,Mamak Ult,Sheffield Steal,9,8,125.0,0.9459053029269173,0,-274.89,1,1,0,-3.1200000000000006,1,1,0,-3.6010727239078495
Grey Towers,2023-06-17,Nemesis,Black Sheep Mixed,12,5,600.0,0.9459053029269173,0,463.59000000000003,7,1,0,6.04,7,1,0,6.51286718653828
Grey Towers,2023-06-17,Nemesis,Contested 1st,9,8,125.0,0.9459053029269173,0,-138.93,1,1,0,-1.1400000000000001,1,1,0,-1.8903953726174443
Grey Towers,2023-06-17,Nemesis,Glasgow Mixed 2,10,6,496.1596377856195,0.9176629354822471,0,303.14,4,1,0,3.97,4,1,0,4.104680055645151
Grey Towers,2023-06-17,Nemesis,LLLeeds 1,11,10,125.0,1.0,0,-105.80000000000001,1,1,0,-2.07,1,1,0,-2.222273653878373
Grey Towers,2023-06-17,Newcastle Brown,Mamak Ult,13,9,418.5661446562001,1.0,0,593.3299999999999,4,1,0,5.91,4,1,0,6.498252974238358
Grey Towers,2023-06-17,Newcastle Brown,Sheffield Steal,14,8,536.0348119187572,1.0,0,318.44,6,1,0,2.79,6,1,0,3.2334710320418125
Mooxed,2023-06-17,BN1,Mixed Feelings,15,6,600.0,1.0,0,234.89,9,1,0,3.02,9,1,0,3.548017139541958
Mooxed,2023-06-17,Bristol Mixed,Curve,15,4,600.0,1.0,0,331.56000000000006,11,1,0,4.12,11,1,0,4.559032842954412
Mooxed,2023-06-17,Bristol Mixed,Guildford,14,4,600.0,1.0,0,428.58000000000004,10,1,0,5.08,10,1,0,5.4685974431208315
Mooxed,2023-06-17,Brixton,Bristol Mixed,12,5,600.0,0.9459053029269173,0,-300.97,7,1,0,-3.4799999999999995,7,1,0,-3.9075736542464057
Mooxed,2023-06-17,Flyght Mixed,Birmingham Ultimate,14,8,536.0348119187572,1.0,0,258.09000000000003,6,1,0,2.16,6,1,0,3.083672925174209
Mooxed,2023-06-17,GB Mixed Masters,Purple Cobras,15,2,600.0,1.0,0,475.64,13,1,0,6.95,13,1,0,7.226127040399803
Mooxed,2023-06-17,GB Mixed Masters,Reading 2,14,8,536.0348119187572,1.0,0,356.28000000000003,6,1,0,4.95,6,1,0,5.475099405425354
Mooxed,2023-06-17,Lemmings 1,BN1,14,8,536.0348119187572,1.0,0,506.9200000000001,6,1,0,5.6899999999999995,6,1,0,6.51286718653828
Mooxed,2023-06-17,Lemmings 1,South Wales Storm Mixed,15,3,600.0,1.0,1,1611.15,12,1,0,17.25,12,1,0,13.426322011666112
Mooxed,2023-06-17,Lemmings 1,Thundering Herd,15,9,515.4814780292847,1.0,0,538.94,6,1,0,6.0600000000000005,6,1,0,6.896909641806282
Mooxed,2023-06-17,Lemmings 2,Flyght Mixed,15,10,453.6039151898044,1.0,0,603.16,5,1,0,7.97,5,1,0,8.266398220260353
Mooxed,2023-06-17,Lemmings 2,GB Mixed Masters,12,11,125.0,1.0,0,-48.58000000000004,1,1,0,-1.2400000000000002,1,1,0,-1.0587365595169427
Mooxed,2023-06-17,Lemmings 2,Reading 2,15,14,125.0,1.0,0,307.7,1,1,0,3.71,1,1,0,4.533150666583619
Mooxed,2023-06-17,Mixed Feelings,Thundering Herd 2,15,5,600.0,1.0,1,746.2,10,1,0,8.65,10,1,0,8.92382772238635
Mooxed,2023-06-17,Norwich Ultimate,Curve,10,4,600.0,0.8583950752789521,0,107.51000000000005,6,1,0,1.1800000000000006,6,1,0,1.6137306884760534
Mooxed,2023-06-17,Norwich Ultimate,South Wales Storm Mixed,11,7,466.89332573293274,0.9733285267845752,0,484.12000000000006,4,1,0,3.2700000000000005,4,1,0,4.494271681875809
Mooxed,2023-06-17,Norwich Ultimate,Thundering Herd 2,14,8,536.0348119187572,1.0,0,360.9800000000001,6,1,0,3.38,6,1,0,3.7237920330817964
Mooxed,2023-06-17,Oxford Ultimate,BN1,12,6,579.3107485100336,0.9733285267845752,0,71.32,6,1,0,0.9199999999999999,6,1,0,0.8458517264033585
Mooxed,2023-06-17,Oxford Ultimate,Mixed Feelings,12,9,345.3654772346762,1.0,0,306.21,3,1,0,3.94,3,1,0,4.3360339504879555
Mooxed,2023-06-17,Purple Cobras,Birmingham Ultimate,13,5,600.0,1.0,0,434.19000000000005,8,1,0,4.42,8,1,0,5.361628428483783
Mooxed,2023-06-17,Purple Cobras,Flyght Mixed,11,4,600.0,0.9176629354822471,0,176.1,7,1,0,2.26,7,1,0,2.458620492720165
Mooxed,2023-06-17,Reading 2,Brixton,15,7,600.0,1.0,0,599.77,8,1,0,8.02,8,1,0,8.421255278636831
Mooxed,2023-06-17,Thundering Herd,Oxford Ultimate,10,9,125.0,1.0,0,-103.34,1,1,0,-1.29,1,1,0,-1.3233008933422692
Mooxed,2023-06-17,Thundering Herd,South Wales Storm Mixed,15,2,600.0,1.0,1,1072.21,13,1,0,11.19,13,1,0,11.096066637315737
Mooxed,2023-06-17,Thundering Herd 2,Curve,15,9,515.4814780292847,1.0,0,-253.47000000000003,6,1,0,-2.1999999999999993,6,1,0,-2.1679622937393557
Mooxed,2023-06-17,Zoo 1,Birmingham Ultimate,11,9,249.2068104043629,1.0,0,143.76000000000005,2,1,0,1.0500000000000003,2,1,0,1.329253986278438
Mooxed,2023-06-17,Zoo 1,Brixton,15,6,600.0,1.0,0,189.98000000000002,9,1,0,2.65,9,1,0,3.064273366472836
Mooxed,2023-06-17,Zoo 1,Guildford,15,5,600.0,1.0,0,317.59000000000003,10,1,0,4.25,10,1,0,4.679193473808997
Grey Towers,2023-06-18,Black Sheep Mixed,Mamak Ult,12,5,600.0,0.9459053029269173,0,53.069999999999936,7,1,0,0.5100000000000007,7,1,0,0.3276978515505906
Grey Towers,2023-06-18,Black Sheep Mixed,Sheffield Steal,13,10,328.14240231865136,1.0,0,-221.82000000000005,3,1,0,-2.61,3,1,0,-3.290633349146704
Grey Towers,2023-06-18,Contested 1st,Nemesis,15,8,564.8086448756737,1.0,0,138.93,7,1,0,1.1400000000000001,7,1,0,1.8903953726174443
Grey Towers,2023-06-18,Glasgow Mixed,Contested 1st,15,7,600.0,1.0,0,347.41,8,1,0,4.56,8,1,0,5.220443422809225
