Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Mixed Imperial,2023-03-25,BN1,Oxford Ultimate,9,8,125.0,0.9459053029269173,0,-66.99999999999999,1,1,0,-0.8200000000000001,1,1,0,-0.7688256813451702
Mixed Imperial,2023-03-25,Brixton,Plymouth Ultimate,6,1,600.0,0.6488856845230502,0,63.60000000000002,5,1,0,1.0600000000000005,5,1,0,1.0288818412993344
Mixed Imperial,2023-03-25,Cambridge Ultimate,Brixton,11,6,546.6949863040446,0.9459053029269173,0,836.9599999999999,5,1,0,10.25,5,1,0,10.35231185317205
Mixed Imperial,2023-03-25,Cambridge Ultimate,Plymouth Ultimate,14,1,600.0,1.0,1,900.56,13,1,0,11.31,13,1,0,10.866770179157953
Mixed Imperial,2023-03-25,Curve,Guildford,6,3,546.6949863040446,0.6882472016116853,0,96.14999999999998,3,1,0,1.0199999999999996,3,1,0,1.0221633923134235
Mixed Imperial,2023-03-25,Curve,Sharkbear!,11,1,600.0,0.9176629354822471,0,532.8499999999999,10,1,0,5.409999999999998,10,1,0,5.909033105265994
Mixed Imperial,2023-03-25,Curve,Zoo 1,7,3,600.0,0.7254762501100116,0,-221.77999999999997,4,1,0,-3.2300000000000004,4,1,0,-3.7343467345718437
Mixed Imperial,2023-03-25,Deep Space,GB U24 Mixed,11,6,546.6949863040446,0.9459053029269173,0,268.9200000000001,5,1,0,2.13,5,1,0,3.374764362167557
Mixed Imperial,2023-03-25,Deep Space,Thundering Herd,8,4,564.8086448756737,0.7947194142390263,0,722.6300000000001,4,1,0,8.28,4,1,0,9.171431549913159
Mixed Imperial,2023-03-25,GB U24 Mixed,Thundering Herd,10,8,262.66557693448596,0.9733285267845752,0,453.71,2,1,0,6.15,2,1,0,6.721255675046002
Mixed Imperial,2023-03-25,Guildford,Sharkbear!,6,4,365.60925011032475,0.7254762501100116,0,436.69999999999993,2,1,0,4.389999999999999,2,1,0,5.021673693721176
Mixed Imperial,2023-03-25,Hooves,Deep Space,13,7,557.5316737222639,1.0,0,254.9899999999999,6,1,0,2.3899999999999997,6,1,0,2.6508739329519067
Mixed Imperial,2023-03-25,Hooves,GB U24 Mixed,12,6,579.3107485100336,0.9733285267845752,0,523.91,6,1,0,4.52,6,1,0,5.795218479778505
Mixed Imperial,2023-03-25,Hooves,Thundering Herd,10,4,600.0,0.8583950752789521,0,977.6199999999999,6,1,0,10.67,6,1,0,10.669424009576705
Mixed Imperial,2023-03-25,Lemmings 1,BN1,10,9,125.0,1.0,0,501.28,1,1,0,5.5600000000000005,1,1,0,6.544479072651949
Mixed Imperial,2023-03-25,Lemmings 1,Oxford Ultimate,13,10,328.14240231865136,1.0,0,434.28000000000003,3,1,0,4.74,3,1,0,5.907765833162795
