Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Spring Invite Padova,2023-04-21,3SB - Women @ Spring Invite Padova,Catchup Women @ Spring Invite Padova,13,10,328.14240231865136,1.0,0,341.09,3,1,0,3.8299999999999996,3,1,0,3.8998824212080727
Spring Invite Padova,2023-04-21,3SB - Women @ Spring Invite Padova,Cheetahs @ Spring Invite Padova,15,8,564.8086448756737,1.0,0,582.49,7,1,0,7.0,7,1,0,6.839411986728866
Spring Invite Padova,2023-04-21,3SB - Women @ Spring Invite Padova,Panthers Wroclaw - Women @ Spring Invite Padova,14,13,125.0,1.0,0,69.21000000000001,1,1,0,0.8900000000000001,1,1,0,0.8757529189193303
Spring Invite Padova,2023-04-21,CUS Padova Tane Malefiche @ Spring Invite Padova,Catchup Women @ Spring Invite Padova,15,8,564.8086448756737,1.0,0,668.0,7,1,0,7.22,7,1,0,7.198449799579397
Spring Invite Padova,2023-04-21,CUS Padova Tane Malefiche @ Spring Invite Padova,DiscoBolo @ Spring Invite Padova,12,8,441.15462425988915,1.0,0,412.15999999999997,4,1,0,5.11,4,1,0,5.3603200287831605
Spring Invite Padova,2023-04-21,CUS Padova Tane Malefiche @ Spring Invite Padova,East Block @ Spring Invite Padova,15,13,214.17926913507503,1.0,0,-109.77000000000001,2,1,0,-1.8899999999999997,2,1,0,-1.9235998619432184
Spring Invite Padova,2023-04-21,CUS Padova Tane Malefiche @ Spring Invite Padova,box vienna @ Spring Invite Padova,15,9,515.4814780292847,1.0,0,154.53,6,1,0,2.5,6,1,0,2.5941621876796646
Spring Invite Padova,2023-04-21,Catchup Women @ Spring Invite Padova,Cheetahs @ Spring Invite Padova,14,11,313.3379659704299,1.0,0,241.40000000000003,3,1,0,3.170000000000001,3,1,0,3.3348652848800846
Spring Invite Padova,2023-04-21,DiscoBolo @ Spring Invite Padova,Cheetahs @ Spring Invite Padova,10,6,496.1596377856195,0.9176629354822471,0,497.24,4,1,0,5.28,4,1,0,5.376668298371111
Spring Invite Padova,2023-04-21,East Block @ Spring Invite Padova,DiscoBolo @ Spring Invite Padova,15,10,453.6039151898044,1.0,0,521.9300000000001,5,1,0,7.0,5,1,0,6.964745393333281
Spring Invite Padova,2023-04-21,East Block @ Spring Invite Padova,Tequila Boom Boom @ Spring Invite Padova,15,9,515.4814780292847,1.0,0,314.38,6,1,0,3.8499999999999996,6,1,0,4.052588945076145
Spring Invite Padova,2023-04-21,East Block @ Spring Invite Padova,box vienna @ Spring Invite Padova,15,5,600.0,1.0,0,264.3,10,1,0,4.39,10,1,0,4.4197394951248015
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Women @ Spring Invite Padova,Catchup Women @ Spring Invite Padova,15,10,453.6039151898044,1.0,0,271.88,5,1,0,2.9399999999999995,5,1,0,3.070741078333217
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Women @ Spring Invite Padova,Catchup Women @ Spring Invite Padova,12,8,441.15462425988915,1.0,0,271.88,4,1,0,2.9399999999999995,4,1,0,3.070741078333217
Spring Invite Padova,2023-04-21,Panthers Wroclaw - Women @ Spring Invite Padova,Cheetahs @ Spring Invite Padova,15,8,564.8086448756737,1.0,0,513.28,7,1,0,6.11,7,1,0,6.126757015929211
Spring Invite Padova,2023-04-21,Shout @ Spring Invite Padova,3SB - Women @ Spring Invite Padova,15,11,381.1647521399218,1.0,0,617.52,4,1,0,6.8500000000000005,4,1,0,6.957683734010068
Spring Invite Padova,2023-04-21,Shout @ Spring Invite Padova,CUS Padova Tane Malefiche @ Spring Invite Padova,11,8,365.60925011032475,1.0,0,290.61,3,1,0,3.46,3,1,0,3.6095527924059887
Spring Invite Padova,2023-04-21,Shout @ Spring Invite Padova,DiscoBolo @ Spring Invite Padova,15,6,600.0,1.0,0,702.77,9,1,0,8.57,9,1,0,8.259606899873805
Spring Invite Padova,2023-04-21,Shout @ Spring Invite Padova,East Block @ Spring Invite Padova,15,14,125.0,1.0,0,180.83999999999997,1,1,0,1.5700000000000003,1,1,0,1.7396368498734525
Spring Invite Padova,2023-04-21,Shout @ Spring Invite Padova,East Block @ Spring Invite Padova,15,11,381.1647521399218,1.0,0,180.83999999999997,4,1,0,1.5700000000000003,4,1,0,1.7396368498734525
Spring Invite Padova,2023-04-21,Shout @ Spring Invite Padova,box vienna @ Spring Invite Padova,15,8,564.8086448756737,1.0,0,445.14,7,1,0,5.96,7,1,0,5.9558518712335164
Spring Invite Padova,2023-04-21,Tequila Boom Boom @ Spring Invite Padova,3SB - Women @ Spring Invite Padova,15,11,381.1647521399218,1.0,0,122.3,4,1,0,1.43,4,1,0,1.6233671677641652
Spring Invite Padova,2023-04-21,Tequila Boom Boom @ Spring Invite Padova,3SB - Women @ Spring Invite Padova,13,12,125.0,1.0,0,122.3,1,1,0,1.43,1,1,0,1.6233671677641652
Spring Invite Padova,2023-04-21,Tequila Boom Boom @ Spring Invite Padova,Catchup Women @ Spring Invite Padova,15,12,300.4922431832018,1.0,0,463.39,3,1,0,5.26,3,1,0,5.372092257581169
Spring Invite Padova,2023-04-21,Tequila Boom Boom @ Spring Invite Padova,Cheetahs @ Spring Invite Padova,15,6,600.0,1.0,0,704.79,9,1,0,8.43,9,1,0,8.06481197957222
Spring Invite Padova,2023-04-21,Tequila Boom Boom @ Spring Invite Padova,Panthers Wroclaw - Women @ Spring Invite Padova,14,10,398.70186369942724,1.0,0,191.51,4,1,0,2.3200000000000003,4,1,0,2.483428477231893
Spring Invite Padova,2023-04-21,box vienna @ Spring Invite Padova,CUS Padova Tane Malefiche @ Spring Invite Padova,15,11,381.1647521399218,1.0,0,-154.53,4,1,0,-2.5,4,1,0,-2.5941621876796663
Spring Invite Padova,2023-04-21,box vienna @ Spring Invite Padova,DiscoBolo @ Spring Invite Padova,14,10,398.70186369942724,1.0,0,257.63,4,1,0,2.6100000000000003,4,1,0,2.948374452223959
Spring Invite Padova,2023-04-21,box vienna @ Spring Invite Padova,Panthers Wroclaw - Women @ Spring Invite Padova,15,11,381.1647521399218,1.0,0,241.59,4,1,0,1.78,4,1,0,2.0937411057761928
Spring Invite,2023-04-22,Bristol,Horizon,15,2,600.0,1.0,0,510.72,13,1,0,5.9399999999999995,13,1,0,6.906369234211635
Spring Invite,2023-04-22,Bristol,SMOG Women,14,8,536.0348119187572,1.0,0,92.5,6,1,0,1.21,6,1,0,1.4905644879800128
Spring Invite,2023-04-22,Bristol,SYC,14,8,536.0348119187572,1.0,0,154.0,6,1,0,2.15,6,1,0,2.618165051971392
Spring Invite,2023-04-22,Brixton,Chameleons,12,3,600.0,0.9459053029269173,0,519.7299999999999,9,1,0,5.460000000000001,9,1,0,7.201912947299263
Spring Invite,2023-04-22,Brixton,Oxford Ultimate,9,7,279.3368557106305,0.9176629354822471,0,292.13,2,1,0,3.6900000000000013,2,1,0,4.280295321813618
Spring Invite,2023-04-22,Dublin Gravity,Brighton Ultimate,15,6,600.0,1.0,1,706.1700000000001,9,1,0,11.270000000000001,9,1,0,11.909648322288351
Spring Invite,2023-04-22,Dublin Gravity,SCRAM,13,5,600.0,1.0,0,304.36999999999995,8,1,0,4.12,8,1,0,4.376551713845341
Spring Invite,2023-04-22,Dublin Gravity,Spice Ultimate,15,6,600.0,1.0,0,-86.38,9,1,0,-0.81,9,1,0,-0.6708022852678983
Spring Invite,2023-04-22,GB U20 Women,Brixton,9,6,418.5661446562001,0.8885233166386386,0,64.28999999999996,3,1,0,1.3699999999999992,3,1,0,1.44599569165187
