Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Spring Invite,2023-04-22,Bristol,Horizon,15,2,600.0,1.0,0,534.6,13,1,0,6.069999999999999,13,1,0,7.065529397047353
Spring Invite,2023-04-22,Bristol,SMOG Women,14,8,536.0348119187572,1.0,0,134.04999999999998,6,1,0,1.2799999999999994,6,1,0,1.5825882762329861
Spring Invite,2023-04-22,Bristol,SYC,14,8,536.0348119187572,1.0,0,202.82,6,1,0,2.5399999999999996,6,1,0,3.0750522244202116
Spring Invite,2023-04-22,Brixton,Chameleons,12,3,600.0,0.9459053029269173,0,510.61999999999995,9,1,0,5.430000000000001,9,1,0,7.206528925880374
Spring Invite,2023-04-22,Brixton,Oxford Ultimate,9,7,279.3368557106305,0.9176629354822471,0,277.12999999999994,2,1,0,3.7,2,1,0,4.287872364515447
Spring Invite,2023-04-22,Dublin Gravity,Brighton Ultimate,15,6,600.0,1.0,1,666.85,9,1,0,11.18,9,1,0,11.897708318827533
Spring Invite,2023-04-22,Dublin Gravity,SCRAM,13,5,600.0,1.0,0,297.28000000000003,8,1,0,3.8,8,1,0,4.054674625764864
Spring Invite,2023-04-22,Dublin Gravity,Spice Ultimate,15,6,600.0,1.0,0,-52.70999999999998,9,1,0,-0.45999999999999996,9,1,0,-0.21148598500952787
Spring Invite,2023-04-22,GB U20 Women,Brixton,9,6,418.5661446562001,0.8885233166386386,0,96.49000000000001,3,1,0,1.4500000000000002,3,1,0,1.4667977196307902
Spring Invite,2023-04-22,GB U20 Women,Brixton,9,6,418.5661446562001,0.8885233166386386,0,96.49000000000001,3,1,0,1.4500000000000002,3,1,0,1.4667977196307902
Spring Invite,2023-04-22,GB U20 Women,Chameleons,10,4,600.0,0.8583950752789521,1,607.1099999999999,6,1,0,6.880000000000001,6,1,0,8.284137139168124
Spring Invite,2023-04-22,GB U20 Women,Chameleons,13,0,600.0,1.0,1,607.1099999999999,13,1,0,6.880000000000001,13,1,0,8.284137139168124
Spring Invite,2023-04-22,GB U20 Women,GB U20 Women,1,1,0.0,0.3244428422615251,0,0.0,0,1,0,0.0,0,1,0,0.0
Spring Invite,2023-04-22,GB U20 Women,Oxford Ultimate,8,6,300.4922431832018,0.8583950752789521,0,373.61999999999995,2,1,0,5.15,2,1,0,5.598183648418875
Spring Invite,2023-04-22,GB U20 Women,Oxford Ultimate,11,3,600.0,0.9176629354822471,0,373.61999999999995,8,1,0,5.15,8,1,0,5.598183648418875
Spring Invite,2023-04-22,Iceni,Reading 1,15,11,381.1647521399218,1.0,0,286.75000000000006,4,1,0,2.37,4,1,0,3.1245921225607383
Spring Invite,2023-04-22,Iceni,SYC,15,5,600.0,1.0,0,439.33000000000004,10,1,0,4.800000000000001,10,1,0,5.836003212318378
Spring Invite,2023-04-22,LMU,Iceni,15,8,564.8086448756737,1.0,0,-151.10000000000002,7,1,0,-0.9200000000000008,7,1,0,-1.2801285201101784
Spring Invite,2023-04-22,LMU,SYC,15,6,600.0,1.0,0,288.23,9,1,0,3.8799999999999994,9,1,0,4.712341914094491
Spring Invite,2023-04-22,Oxford Ultimate,Chameleons,8,5,453.6039151898044,0.8271701918685112,0,233.49,3,1,0,1.7300000000000004,3,1,0,3.383307646499496
Spring Invite,2023-04-22,Reading 1,LMU,15,12,300.4922431832018,1.0,0,-135.65000000000003,3,1,0,-1.4499999999999993,3,1,0,-1.8778465350756424
Spring Invite,2023-04-22,Reading 1,SYC,15,6,600.0,1.0,0,152.57999999999998,9,1,0,2.43,9,1,0,2.9505374593150826
Spring Invite,2023-04-22,SCRAM,Brighton Ultimate,15,6,600.0,1.0,0,369.57,9,1,0,7.38,9,1,0,9.983570486761003
Spring Invite,2023-04-22,SMOG Women,Horizon,14,8,536.0348119187572,1.0,0,400.55,6,1,0,4.79,6,1,0,5.7696767187865845
Spring Invite,2023-04-22,SMOG Women,SYC,13,10,328.14240231865136,1.0,0,68.77000000000001,3,1,0,1.2600000000000002,3,1,0,1.525458196048863
Spring Invite,2023-04-22,SYC,Horizon,14,7,582.8868714046324,1.0,0,331.78,7,1,0,3.5300000000000002,7,1,0,4.416999788340192
Spring Invite,2023-04-22,Spice Ultimate,Brighton Ultimate,15,1,600.0,1.0,1,719.56,14,1,0,11.64,14,1,0,11.975273565442166
Spring Invite,2023-04-22,Spice Ultimate,SCRAM,15,6,600.0,1.0,0,349.99,9,1,0,4.26,9,1,0,4.249963398522148
Spring Invite,2023-04-23,Brighton Ultimate,GB U20 Women,13,7,557.5316737222639,1.0,0,-175.25,6,1,0,-2.9699999999999998,6,1,0,-3.2449114388204485
Spring Invite,2023-04-23,Brighton Ultimate,Oxford Ultimate,15,6,600.0,1.0,0,198.36999999999995,9,1,0,2.1800000000000006,9,1,0,2.5599526633966008
Spring Invite,2023-04-23,Bristol,Reading 1,15,10,453.6039151898044,1.0,0,50.24000000000001,5,1,0,0.10999999999999943,5,1,0,0.1297467640237251
Spring Invite,2023-04-23,Bristol,Spice Ultimate,14,10,398.70186369942724,1.0,0,96.32,4,1,0,0.9699999999999998,4,1,0,1.4222150737440487
Spring Invite,2023-04-23,Brixton,Brighton Ultimate,12,5,600.0,0.9459053029269173,0,78.75999999999999,7,1,0,1.5199999999999996,7,1,0,1.8165406480842279
Spring Invite,2023-04-23,Dublin Gravity,Bristol,10,9,125.0,1.0,0,-149.02999999999997,1,1,0,-1.4299999999999997,1,1,0,-1.6315200532188623
Spring Invite,2023-04-23,Dublin Gravity,LMU,14,10,398.70186369942724,1.0,0,-234.44,4,1,0,-2.7699999999999996,4,1,0,-3.33914257293881
Spring Invite,2023-04-23,Dublin Gravity,Reading 1,13,10,328.14240231865136,1.0,0,-98.78999999999996,3,1,0,-1.3200000000000003,3,1,0,-1.503187517723779
Spring Invite,2023-04-23,GB U20 Women,Chameleons,15,7,600.0,1.0,0,607.1099999999999,8,1,0,6.880000000000001,8,1,0,8.284137139168124
Spring Invite,2023-04-23,GB U20 Women,GB U20 Women,5,4,125.0,0.6882472016116853,0,0.0,1,1,0,0.0,1,1,0,0.0
Spring Invite,2023-04-23,Horizon,Chameleons,15,1,600.0,1.0,1,713.14,14,1,0,10.450000000000001,14,1,0,11.89576073904215
Spring Invite,2023-04-23,Horizon,GB U20 Women,15,4,600.0,1.0,0,106.03,11,1,0,3.57,11,1,0,6.4261789923231305
Spring Invite,2023-04-23,Horizon,SYC,15,12,300.4922431832018,1.0,0,-331.78,3,1,0,-3.5300000000000002,3,1,0,-4.41699978834019
Spring Invite,2023-04-23,Iceni,SCRAM,15,6,600.0,1.0,1,682.82,9,1,0,7.49,9,1,0,7.939260047294528
Spring Invite,2023-04-23,Iceni,SYC,15,3,600.0,1.0,0,439.33000000000004,12,1,0,4.800000000000001,12,1,0,5.836003212318378
Spring Invite,2023-04-23,LMU,SMOG Women,15,10,453.6039151898044,1.0,0,219.46,5,1,0,2.619999999999999,5,1,0,3.292061129367678
Spring Invite,2023-04-23,LMU,Spice Ultimate,13,10,328.14240231865136,1.0,0,181.73000000000002,3,1,0,2.3099999999999996,3,1,0,3.1375039138737257
Spring Invite,2023-04-23,Oxford Ultimate,Chameleons,15,7,600.0,1.0,0,233.49,8,1,0,1.7300000000000004,8,1,0,3.383307646499496
Spring Invite,2023-04-23,Reading 1,SMOG Women,13,12,125.0,1.0,0,83.80999999999997,1,1,0,1.17,1,1,0,1.454168591038794
Spring Invite,2023-04-23,SYC,Brixton,14,9,473.8676990361691,1.0,0,534.3,5,1,0,8.55,5,1,0,10.439999555519037
Spring Invite,2023-04-23,SYC,Oxford Ultimate,15,0,600.0,1.0,1,811.43,15,1,0,12.25,15,1,0,12.283900600839608
Spring Invite,2023-04-23,SYC,SCRAM,12,7,520.5112660164395,1.0,0,243.48999999999998,5,1,0,2.6900000000000004,5,1,0,2.648694146510948
Spring Invite,2023-04-23,Spice Ultimate,SMOG Women,13,10,328.14240231865136,1.0,0,37.72999999999999,3,1,0,0.3099999999999996,3,1,0,0.1619937017338522
Windfarm,2023-06-03,Brighton Ultimate,Chameleons,10,3,600.0,0.8583950752789521,0,431.85999999999996,7,1,0,3.910000000000001,7,1,0,5.722961705041932
Windfarm,2023-06-03,Brighton Ultimate,Flyght Women,7,5,328.14240231865136,0.7947194142390263,0,350.95,2,1,0,1.7700000000000005,2,1,0,3.2970578664559653
Windfarm,2023-06-03,Brighton Ultimate,Guildford Ultimate Women,8,6,300.4922431832018,0.8583950752789521,0,498.02000000000004,2,1,0,4.010000000000001,2,1,0,5.125950506538015
Windfarm,2023-06-03,Brighton Ultimate,Yorkshire Women,12,2,600.0,0.9459053029269173,1,1043.88,10,1,0,10.79,10,1,0,10.619534015093805
Windfarm,2023-06-03,Bristol,Horizon,11,6,546.6949863040446,0.9459053029269173,0,534.6,5,1,0,6.069999999999999,5,1,0,7.065529397047353
Windfarm,2023-06-03,Bristol,SYC,9,7,279.3368557106305,0.9176629354822471,0,202.82,2,1,0,2.5399999999999996,2,1,0,3.0750522244202116
Windfarm,2023-06-03,Chameleons,Guildford Ultimate Women,9,7,279.3368557106305,0.9176629354822471,0,66.16000000000008,2,1,0,0.09999999999999964,2,1,0,-0.6865200431466558
Windfarm,2023-06-03,Chameleons,Yorkshire Women,8,3,600.0,0.7608859102526822,1,612.0200000000001,5,1,0,6.879999999999999,5,1,0,6.708662023963203
Windfarm,2023-06-03,Flyght Women,Chameleons,10,6,496.1596377856195,0.9176629354822471,0,80.90999999999997,4,1,0,2.1400000000000006,4,1,0,2.6479675253651678
Windfarm,2023-06-03,Flyght Women,Guildford Ultimate Women,10,5,573.8977938505714,0.8885233166386386,0,147.07000000000005,5,1,0,2.24,5,1,0,1.977424038251538
Windfarm,2023-06-03,Flyght Women,Yorkshire Women,13,0,600.0,1.0,0,692.9300000000001,13,1,0,9.02,13,1,0,8.671956635663427
Windfarm,2023-06-03,GB U24 Women,Ireland U24 Women,11,5,600.0,0.9176629354822471,0,460.71000000000004,6,1,0,4.609999999999999,6,1,0,5.102088898929651
Windfarm,2023-06-03,GB U24 Women,Spice Ultimate,13,7,557.5316737222639,1.0,0,113.23000000000002,6,1,0,0.8499999999999996,6,1,0,0.8151960057899128
Windfarm,2023-06-03,GB Women,GB U20 Women,15,1,600.0,1.0,0,1049.99,14,1,0,17.23,14,1,0,14.010774250586106
Windfarm,2023-06-03,GB Women,Ice Age,14,8,536.0348119187572,1.0,0,274.45000000000005,6,1,0,2.9000000000000004,6,1,0,4.324346482381824
Windfarm,2023-06-03,GB Women,SYC,13,3,600.0,1.0,0,612.1800000000001,10,1,0,10.13,10,1,0,10.943848809294249
Windfarm,2023-06-03,GB Womens Masters,Horizon,11,8,365.60925011032475,1.0,0,627.0600000000001,3,1,0,8.49,3,1,0,9.163443926098193
Windfarm,2023-06-03,GB Womens Masters,SMOG Women,15,7,600.0,1.0,0,226.51000000000002,8,1,0,3.6999999999999993,8,1,0,4.436170949641443
Windfarm,2023-06-03,GB Womens Masters,Spice Ultimate,15,6,600.0,1.0,0,188.78000000000003,9,1,0,3.3899999999999997,9,1,0,4.287872364515447
Windfarm,2023-06-03,Guildford Ultimate Women,Yorkshire Women,10,4,600.0,0.8583950752789521,0,545.86,6,1,0,6.779999999999999,6,1,0,7.246843025025662
Windfarm,2023-06-03,Ice Age,GB U20 Women,15,0,600.0,1.0,0,775.54,15,1,0,14.33,15,1,0,13.255959757235207
Windfarm,2023-06-03,Ice Age,Lemmings 1,15,5,600.0,1.0,0,155.46000000000004,10,1,0,5.18,10,1,0,6.3272520248877555
Windfarm,2023-06-03,Ireland U24 Women,GB U20 Women,12,5,600.0,0.9459053029269173,0,196.83,7,1,0,4.91,7,1,0,7.778749913890088
Windfarm,2023-06-03,Lemmings 1,Bristol,10,5,573.8977938505714,0.8885233166386386,0,-20.55000000000001,5,1,0,-0.4899999999999993,5,1,0,-0.400404856315701
Windfarm,2023-06-03,SMOG Women,GB U24 Women,12,9,345.3654772346762,1.0,0,-150.96,3,1,0,-1.1599999999999993,3,1,0,-0.976616513415113
Windfarm,2023-06-03,SMOG Women,Horizon,12,7,520.5112660164395,1.0,0,400.55,5,1,0,4.79,5,1,0,5.7696767187865845
Windfarm,2023-06-03,SYC,Lemmings 1,11,9,249.2068104043629,1.0,0,-182.26999999999998,2,1,0,-2.0500000000000003,2,1,0,-2.6893643568819368
Windfarm,2023-06-03,Spice Ultimate,Ireland U24 Women,13,8,496.1596377856195,1.0,0,347.48,5,1,0,3.76,5,1,0,4.367630038646826
Windfarm,2023-06-04,Brighton Ultimate,Chameleons,13,7,557.5316737222639,1.0,0,431.85999999999996,6,1,0,3.910000000000001,6,1,0,5.722961705041932
Windfarm,2023-06-04,Brighton Ultimate,Guildford Ultimate Women,9,6,418.5661446562001,0.8885233166386386,0,498.02000000000004,3,1,0,4.010000000000001,3,1,0,5.125950506538015
Windfarm,2023-06-04,Bristol,Spice Ultimate,11,9,249.2068104043629,1.0,0,96.32,2,1,0,0.9699999999999998,2,1,0,1.4222150737440487
Windfarm,2023-06-04,Chameleons,Flyght Women,9,6,418.5661446562001,0.8885233166386386,0,-80.90999999999997,3,1,0,-2.1400000000000006,3,1,0,-2.6479675253651678
Windfarm,2023-06-04,GB U20 Women,Brighton Ultimate,13,5,600.0,1.0,0,175.25,8,1,0,2.9699999999999998,8,1,0,3.2449114388204485
Windfarm,2023-06-04,GB U20 Women,Yorkshire Women,15,1,600.0,1.0,1,1219.13,14,1,0,13.76,14,1,0,12.023074350864615
Windfarm,2023-06-04,GB U24 Women,Ireland U24 Women,10,8,262.66557693448596,0.9733285267845752,0,460.71000000000004,2,1,0,4.609999999999999,2,1,0,5.102088898929651
Windfarm,2023-06-04,GB U24 Women,Lemmings 1,10,9,125.0,1.0,0,37.460000000000036,1,1,0,0.3699999999999992,1,1,0,-0.2099862810755635
Windfarm,2023-06-04,GB U24 Women,SYC,11,9,249.2068104043629,1.0,0,219.73000000000002,2,1,0,2.4199999999999995,2,1,0,2.485616748701311
Windfarm,2023-06-04,GB Women,Ice Age,15,10,453.6039151898044,1.0,0,274.45000000000005,5,1,0,2.9000000000000004,5,1,0,4.324346482381824
Windfarm,2023-06-04,GB Women,SMOG Women,15,8,564.8086448756737,1.0,0,543.4100000000001,7,1,0,8.870000000000001,7,1,0,10.173215332710772
